8.7980003,4.9720001,5.7810001,6.4899998,9.1000004,2.5550001,5.2750001,2.073,13.826,23.155001,24.642,164.83501,16.596001,5.566
9.5869999,8.1210003,5.6149998,14.991,10.227,3.5190001,1.9579999,1.505,10.644,2.6630001,2.0139999,10.737,21.523001,4.915
9.2770004,2.974,1.263,10.588,9.2860003,3.4960001,2.723,.546,10.52,23.653999,2.2539999,10.416,4.2839999,1.749
3.2130001,3.1400001,16.129999,7.0089998,9.3830004,5.7259998,.56800002,1.1109999,2.1270001,5.4689999,3.4170001,.76599997,20.212,3.448
7.3189998,10.011,6.882,1.964,10.738,3.707,3.1170001,1.872,1.899,6.3239999,4.1079998,1.65,14.12,3.385
9.4160004,2.697,9.2620001,12.614,6.5710001,6.2470002,4.6500001,1.33,.65100002,5.2049999,4.8109999,1.177,2.23,1.6720001
2.813,2.1300001,10.103,1.334,5.1059999,15.749,7.2210002,1.55,2.6860001,2.993,5.6430001,1.482,5.494,14.131
2.536,11.729,11.051,13.544,6.073,8.4490004,2.5899999,1.1109999,6.881,13.665,6.2290001,2.1110001,1.651,2.5179999
3.427,2.5469999,7.1890001,6.073,5.9380002,7.4229999,4.927,1.6339999,4.5749998,3.602,6.3200002,2.395,2.4660001,7.5819998
3.0380001,8.0349998,6.1929998,4.6440001,4.3249998,3.5899999,1.877,1.563,1.6289999,6.9720001,4.0570002,.74400002,3.029,2.1919999
1.47,12.496,3.4809999,6.0840001,6.5289998,5.7870002,1.863,1.442,4.3299999,10.571,3.9189999,3.4679999,2.6849999,1.194
2.152,2.855,6.2509999,3.6270001,5.8660002,4.9569998,.89399999,2.5969999,4.29,.57800001,6.0370002,1.993,2.602,4.1960001
2.3570001,7.1009998,.565,3.615,4.7649999,11.195,2.2690001,2.7249999,1.1720001,3.7850001,4.9720001,4.2659998,2.723,4.7690001
10.066,4.2090001,1.025,11.84,6.9759998,2.6199999,1.618,12.195,1.844,6.4089999,3.95,.28799999,2.8889999,4.5409999
10.493,.54900002,.47,10.791,6.7360001,.73699999,1.2640001,4.9289999,17.747,2.2620001,4.2129998,.81400001,3.675,5.7659998
2.6110001,9.6020002,4.2259998,17.285,4.1269999,2.825,.30899999,6.7379999,1.378,3.1619999,5.862,3.529,1.55,7.1090002
5.5580001,11.022,.017000001,16.864,4.6760001,8.3970003,.68800002,8.9899998,4.1490002,3.8889999,10.93,2.168,.579,3.5120001
11.081,11.04,12.332,8.7030001,.52100003,.83499998,4.6890001,2.2679999,9.5340004,1.39,3.9909999,2.618,3.1340001,8.934
7.8390002,9.4829998,6.5419998,2.5899999,6.7789998,.33399999,2.618,2.096,14.089,4.4109998,7.8049998,2.529,12.168,9.6829996
5.5320001,6.7309999,6.4819999,12.632,4.434,1.886,5.0960002,1.65,5.73,.90399998,34.731998,1.332,4.809,2.3010001
9.2089996,3.631,15.94,10.372,6.9689999,1.46,4.0320001,1.5779999,11.7,.51700002,21.184,1.046,1.642,2.4630001
22.111,7.0040002,22.579,11.76,5.0409999,20.865999,3.6849999,4.579,14.981,4.6539998,23.214001,.56300002,3.425,2.7780001
12.337,11.613,.898,8.3970003,5.7449999,5.5840001,1.3150001,2.346,.81,.65200001,9.0559998,.95700002,18.604,4.4699998
3.882,9.5579996,1.548,6.6690001,4.5430002,5.1960001,.75599998,10.034,5.0040002,.47,16.547001,1.272,1.788,2.0420001
4.1490002,.57200003,1.834,6.5650001,6.007,1.103,2.914,1.538,5.263,.396,40.473999,4.8169999,6.0190001,.88099998
4.803,5.066,.35299999,3.4630001,5.0630002,1.623,.56300002,4.6500001,3.506,.65899998,31.532,1.262,1.331,2.7590001
.403,7.8270001,.34999999,3.141,7.6030002,1.796,.287,.88099998,3.974,4.8769999,29.952999,1.679,3.569,2.77
5.0450001,.82999998,.375,14.394,5.48,.34099999,.428,13.828,20.403,2.523,15.621,1.1440001,1.198,3.839
3.2850001,.63300002,1.7819999,10.555,6.1880002,.35699999,1.278,1.122,17.398001,.54100001,2.381,4.2140002,15.17,2.7490001
3.7160001,.44499999,.82099998,11.263,4.494,.58999997,.67299998,2.927,3.51,.26699999,2.4430001,.64700001,2.309,1.689
1.102,.32699999,.86400002,5.2839999,5.0799999,.36700001,1.102,2.3889999,14.486,.68800002,2.3139999,1.281,1.984,6.296
.90200001,2.073,.89200002,10.339,5.3730001,1.271,.93199998,1.132,2.428,4.2270002,2.461,1.891,8.0109997,14.917
1.719,2.1440001,.36399999,.93099999,6.099,.40200001,1.061,1.409,6.5910001,1.426,2.471,1.929,18.208,9.5450001
2.49,1.66,3.0650001,8.691,6.1139998,0,.67900002,1.068,1.626,1.904,3.059,2.326,10.704,6.6729999
1.0140001,2.457,.77200001,8.901,1.3710001,.29699999,.92400002,3.9879999,15.529,2.3169999,3.0880001,.89300001,8.5900002,3.839
2.5899999,1.637,.69099998,6.6989999,6.6989999,.41299999,.91000003,1.4299999,3.927,4.1009998,3.993,1.521,13.486,4.5380001
11.544,1.983,1.01,.463,11.963,.417,.94800001,.89099997,9.1520004,.60799998,3.1140001,11.236,8.8620005,10.28
6.6950002,15.241,1.691,1.844,5.3200002,.74599999,.91399997,1.563,13.176,.345,3.6930001,9.3780003,10.333,5.7290001
3.8050001,2.642,1.864,15.43,4.776,.38100001,1.022,1.955,11.975,3.4100001,11.216,1.527,11.528,2.0309999
4.336,4.2659998,2.276,8.2340002,6.0770001,.44999999,2.2,.77499998,15.361,.47400001,31.861,2.8139999,12.949,4.6539998
.86299998,215.867,.76700002,7.8000002,.60600001,.27700001,2.5940001,.51499999,7.8779998,1.1,18.49,9.4829998,12.54,4.2199998
