Id,plot,subplot,flag,pid,area_ac,bnd_km
0,97,,,940,1.050,0.000
0,97,,,941,1.208,0.000
0,97,,,942,0.098,0.000
0,97,,,943,1.485,0.000
0,90,,,944,2.739,0.211
0,90,,,945,0.514,0.212
0,93,,,946,0.457,0.000
0,93,,,947,2.677,0.000
0,93,,,948,0.412,0.098
0,93,,,949,1.949,0.097
0,93,,unclear boundaries,950,7.167,0.000
0,88,,,951,0.150,0.302
0,87,,,952,0.650,0.415
0,87,,,953,0.514,0.399
0,87,,,954,1.538,0.350
0,89,,,955,1.060,0.218
0,88,,,956,0.492,0.244
0,88,,,957,0.235,0.277
0,88,,,958,0.132,0.294
0,88,,,959,0.462,0.312
0,,,unclear,960,3.647,0.000
0,87,,,961,2.115,0.266
0,87,,,962,0.279,0.377
0,87,,,963,0.783,0.324
0,87,,,964,0.618,0.354
0,87,,,965,0.507,0.462
0,87,,,966,0.426,0.463
0,,,unclear,967,1.249,0.290
0,88,,not field,968,3.658,0.508
0,86,,unclear,969,6.785,0.536
0,139,,unclear,970,10.670,0.740
0,298,,,971,1.492,1.542
0,1,,,972,5.793,0.000
