plot,sub,flag,pid,area_ac,bnd_km
179,,,83,2.263,0.045
N/A,,Unknown Plot #,84,0.430,0.043
180,,,85,2.242,0.000
100,,,86,1.564,0.000
91,,,87,0.416,0.026
89,,,88,1.581,0.000
88,,,89,2.121,0.000
90,,,90,1.835,0.000
N/A,,Unknown Plot #,91,0.523,0.078
93,,,92,2.462,0.105
92,,,93,2.310,0.128
87,,,94,2.584,0.090
N/A,,Unknown Plot #,95,1.528,0.000
84,,,96,1.082,0.000
85,,,97,1.532,0.106
79,,,98,1.704,0.102
86,,,99,10.132,0.000
83,,,100,2.165,0.000
82,,,101,0.711,0.000
81,,,102,2.251,0.000
N/A,,Unknown Plot #,103,0.992,0.094
78,,,104,0.786,0.143
76,,,105,2.869,0.000
77,,,106,12.683,0.000
74,,,107,2.905,0.225
73,,,108,1.636,0.232
N/A,,Unknown Plot #,109,0.921,0.307
303,,,110,0.382,0.379
302,,,111,13.828,0.000
303,,,112,0.809,0.327
288,,,113,5.297,0.459
287,,,114,4.603,0.507
294,,,115,13.524,0.496
295,,,116,9.818,0.370
246,,,117,12.663,0.228
N/A,,Unknown Plot #,118,1.323,0.256
N/A,,Unknown Plot #,119,0.804,0.352
247,,,120,8.753,0.120
248,,,121,5.458,0.376
249,,,122,2.345,0.436
252,,,123,1.308,0.543
72,,,124,1.970,0.287
N/A,,Unknown Plot #,125,2.059,0.280
N/A,,Unknown Plot #,126,2.520,0.263
94,,,127,2.303,0.136
N/A,,Unknown Plot #,128,0.617,0.234
95,,,129,1.277,0.149
96,,,130,2.709,0.007
N/A,,Unknown Plot #,131,2.159,0.040
N/A,,Unknown Plot #,132,0.709,0.112
161,,,133,1.510,0.239
161,,,134,0.357,0.273
177,,,135,2.169,0.227
N/A,,Unknown Plot #,136,0.655,0.305
176,,,137,13.497,0.297
234,,,138,3.318,0.786
N/A,,Unknown Plot #,139,0.446,0.667
235,,,140,13.998,0.539
251,,,141,5.089,0.467
256,,,142,1.832,0.626
253,,,143,2.409,0.608
263,,,144,16.235,0.404
261,,,145,1.749,0.728
N/A,,Unknown Plot #,146,0.700,0.755
N/A,,Unknown Plot #,147,0.606,0.810
N/A,,Unknown Plot #,148,0.564,0.816
N/A,,Unknown Plot #,149,0.303,0.895
257,,,150,3.653,0.710
233,,,151,0.860,0.856
232,,,152,3.717,0.856
N/A,,Unknown Plot #,153,0.985,0.933
266,,,154,2.014,0.941
262,,,155,10.497,0.761
N/A,,Unknown Plot #,156,4.685,0.966
306,,,157,14.777,0.000
307,,,158,14.377,0.000
N/A,,Unknown Plot #,159,0.800,0.358
N/A,,Unknown Plot #,160,0.793,0.391
N/A,,Unknown Plot #,161,0.815,0.412
319,,,162,2.290,0.420
318,,,163,1.177,0.459
N/A,,Unknown Plot #,164,0.759,0.000
N/A,,Unknown Plot #,165,1.497,0.000
N/A,,Unknown Plot #,166,1.104,0.000
N/A,,Unknown Plot #,167,1.673,0.000
308,,,168,5.132,0.000
302,,,169,5.861,0.000
310,,,170,8.239,0.072
305,,,171,7.652,0.215
311,,,172,10.541,0.000
317,,,173,1.424,0.363
N/A,,Unknown Plot #,174,0.955,0.311
N/A,,Unknown Plot #,175,0.525,0.280
315,,,176,0.904,0.295
316,,,177,0.573,0.224
304,,,178,1.597,0.451
N/A,,Unknown Plot #,179,1.621,0.538
320,,,180,4.475,0.467
303,,,181,2.299,0.441
303,,,182,1.994,0.529
N/A,,Unknown Plot #,183,1.142,0.578
321,,,184,1.954,0.644
227,,,185,17.702,0.513
229,,,186,1.339,0.584
231,,,187,6.303,0.827
229,,,188,2.036,0.624
N/A,,Unknown Plot #,189,2.739,0.678
264,,,190,10.812,0.732
283,,,191,10.872,0.617
286,,,192,8.410,0.684
285,,,193,1.419,0.870
284,,,194,6.693,0.678
282,,,195,2.841,0.897
235,,,196,10.298,0.976
281,,,197,8.642,0.844
280,,,198,6.581,0.779
N/A,,Unknown Plot #,199,4.373,0.554
322,,,200,3.683,0.700
323,,,201,3.504,0.614
N/A,,Unknown Plot #,202,0.836,0.637
N/A,,Unknown Plot #,203,1.989,0.518
328,,,204,2.017,0.571
330,,,205,1.986,0.494
326,,,206,1.585,0.679
N/A,,Unknown Plot #,207,1.725,0.542
333,,,208,1.877,0.604
334,,,209,4.756,0.524
331,,,210,0.991,0.487
332,,,211,9.974,0.303
338,,,212,12.496,0.000
339,,,213,17.880,0.000
336,,,214,9.812,0.288
341,,,215,12.111,0.139
340,,,216,11.884,0.000
271,,,217,5.500,1.059
272,,,218,15.157,0.796
273,,,219,5.263,0.670
274,,,220,2.902,0.664
275,,,221,2.493,0.687
279,,,222,15.014,0.442
N/A,,Unknown Plot #,223,1.156,0.384
N/A,,Unknown Plot #,224,1.635,0.467
N/A,,Unknown Plot #,225,1.078,0.406
N/A,,Unknown Plot #,226,0.799,0.381
N/A,,Unknown Plot #,227,2.014,0.344
N/A,,Unknown Plot #,228,0.745,0.341
N/A,,Unknown Plot #,229,2.473,0.274
349,,,230,6.567,0.088
350,,,231,1.267,0.197
352,,,232,4.599,0.000
351,,,233,5.390,0.097
278,,,234,9.171,0.415
276,,,235,2.751,0.575
277,,,236,4.631,0.415
270,,,237,9.323,0.778
269,,,238,9.503,0.891
N/A,,Unknown Plot #,239,0.767,0.766
N/A,,Unknown Plot #,240,0.296,0.779
N/A,,Unknown Plot #,241,0.424,0.824
N/A,,Unknown Plot #,242,0.278,0.263
162,,,243,2.428,0.293
160,,,244,1.324,0.231
369,,,245,2.156,0.354
164,,,246,1.921,0.421
N/A,,Unknown Plot #,247,0.719,0.389
175,,,248,1.524,0.504
172,,,249,1.695,0.461
N/A,,Unknown Plot #,250,1.764,0.566
370,,,251,1.015,0.619
N/A,,Unknown Plot #,252,0.957,0.663
N/A,,Unknown Plot #,253,0.602,0.697
267,,,254,3.130,0.793
N/A,,Unknown Plot #,255,0.159,0.685
173,,,256,2.114,0.437
N/A,,Unknown Plot #,257,0.797,0.598
N/A,,Unknown Plot #,258,0.599,0.586
N/A,,Unknown Plot #,259,0.466,0.490
N/A,,Unknown Plot #,260,1.128,0.716
N/A,,Unknown Plot #,261,0.471,0.740
N/A,,Unknown Plot #,262,0.492,0.698
381,,,263,3.190,0.763
375,,,264,3.882,0.781
280,,,265,9.373,0.812
N/A,,Unknown Plot #,266,0.579,0.888
287,,,267,1.924,0.830
286,,,268,1.497,0.749
285,,,269,1.644,0.630
N/A,,Unknown Plot #,270,1.628,0.741
278,,,271,3.397,0.730
N/A,,Unknown Plot #,272,0.233,0.735
373,,,273,2.528,0.646
374,,,274,2.554,0.701
365,,,275,1.965,0.639
363,,,276,0.893,0.519
364,,,277,2.383,0.539
366,,,278,2.768,0.562
372,,,279,3.307,0.599
367,,,280,2.065,0.529
368,,,281,1.918,0.478
370,,,282,1.188,0.529
N/A,,Unknown Plot #,283,0.675,0.706
371,,,284,1.526,0.584
288,,,285,2.161,0.747
391,,,286,1.704,0.727
390,,,287,3.519,0.674
N/A,,Unknown Plot #,288,0.569,0.520
N/A,,Unknown Plot #,289,1.091,0.403
N/A,,Unknown Plot #,290,0.843,0.508
N/A,,Unknown Plot #,291,2.101,0.431
167,,,292,1.567,0.543
393,,,293,0.730,0.539
402,,,294,1.067,0.591
N/A,,Unknown Plot #,295,2.648,0.614
353,,,296,6.607,0.000
N/A,,Unknown Plot #,297,0.215,0.000
N/A,,Unknown Plot #,298,0.813,0.000
355,,,299,1.060,0.000
366,,,300,0.346,0.000
N/A,,Unknown Plot #,301,10.261,0.000
362,,,302,8.496,0.341
361,,,303,7.727,0.188
N/A,,Unknown Plot #,304,1.529,0.078
N/A,,Unknown Plot #,305,0.498,0.069
N/A,,Unknown Plot #,306,0.396,0.033
N/A,,Unknown Plot #,307,1.221,0.035
N/A,,Unknown Plot #,308,2.131,0.131
361,,,309,7.210,0.087
426,,,310,1.670,0.000
N/A,,Unknown Plot #,311,1.499,0.075
429,,,312,1.317,0.000
430,,,313,2.791,0.046
N/A,,Unknown Plot #,314,4.722,0.119
423,,,315,3.601,0.193
369,,,316,11.410,0.192
406,,,317,1.955,0.656
408,,,318,2.369,0.547
N/A,,Unknown Plot #,319,1.988,0.463
410,,,320,1.563,0.525
422,,,321,11.568,0.293
411,,,322,2.064,0.437
407,,,323,3.377,0.587
N/A,,Unknown Plot #,324,1.838,0.551
420,,,325,0.935,0.560
N/A,,Unknown Plot #,326,1.750,0.436
412,,,327,2.129,0.441
418,,,328,2.874,0.259
417,,,329,2.756,0.248
434,,,330,2.284,0.046
431,,,331,1.892,0.000
436,,,332,0.632,0.237
439,,,333,1.555,0.174
2,,,334,0.280,0.223
433,,,335,3.702,0.000
N/A,,Unknown Plot #,336,0.675,0.000
438,,,337,3.365,0.039
N/A,,Unknown Plot #,338,1.127,0.119
N/A,,Unknown Plot #,339,0.301,0.011
442,,,340,2.235,0.047
N/A,,Unknown Plot #,341,2.880,0.000
444,,,342,2.690,0.000
4,,,343,3.868,0.000
441,,,344,3.104,0.055
3,,,345,0.490,0.055
2,,,346,1.085,0.141
1,,,347,1.010,0.181
N/A,,Unknown Plot #,348,5.824,0.044
5,,,349,2.582,0.000
6,,,350,6.663,0.000
435,,,351,7.511,0.105
129,,,352,2.795,0.248
128,,,353,2.922,0.250
127,,,354,1.723,0.343
125,,,355,0.471,0.424
N/A,,Unknown Plot #,356,0.986,0.438
N/A,,Unknown Plot #,357,0.359,0.472
131,,,358,2.661,0.408
130,,,359,1.657,0.408
123,,,360,1.355,0.487
N/A,,Unknown Plot #,361,1.114,0.513
N/A,,Unknown Plot #,362,0.493,0.559
419,,,363,2.699,0.429
414,,,364,1.256,0.596
N/A,,Unknown Plot #,365,0.897,0.657
N/A,,Unknown Plot #,366,1.933,0.580
N/A,,Unknown Plot #,367,0.684,0.696
404,,,368,1.493,0.689
403,,,369,0.702,0.686
N/A,,Unknown Plot #,370,2.441,0.718
N/A,,Unknown Plot #,371,0.496,0.657
402,,,372,2.351,0.627
139,,,373,3.940,0.607
N/A,,Unknown Plot #,374,1.512,0.130
N/A,,Unknown Plot #,375,1.759,0.151
152,,,376,1.738,0.233
154,,,377,1.670,0.214
155,,,378,2.550,0.309
151,,,379,2.257,0.274
N/A,,Unknown Plot #,380,1.628,0.563
N/A,,Unknown Plot #,381,0.619,0.569
396,,,382,2.420,0.485
N/A,,Unknown Plot #,383,0.850,0.639
142,,,384,0.840,0.600
N/A,,Unknown Plot #,385,0.251,0.548
N/A,,Unknown Plot #,386,0.877,0.478
156,,,387,2.578,0.375
142,,,388,1.313,0.411
N/A,,Unknown Plot #,389,0.382,0.512
N/A,,Unknown Plot #,390,0.416,0.555
141,,,391,2.087,0.583
113,,,392,1.969,0.616
N/A,,Unknown Plot #,393,0.413,0.590
99,,,394,1.004,0.164
104,,,395,3.702,0.108
180,,,396,2.191,0.308
105,,,397,1.036,0.252
106,,,398,2.093,0.255
107,,,399,2.616,0.269
N/A,,Unknown Plot #,400,0.341,0.477
112,,,401,3.191,0.573
135,,,402,3.030,0.655
118,,,403,1.934,0.616
N/A,,Unknown Plot #,404,1.243,0.586
N/A,,Unknown Plot #,405,0.923,0.569
117,,,406,0.905,0.563
119,,,407,1.639,0.465
116,,,408,0.248,0.562
114,,,409,3.778,0.593
125,,,410,29.024,0.160
1,,,411,0.287,0.281
7,,,412,1.275,0.293
20,,,413,2.734,0.051
8,,,414,7.752,0.000
19,,,415,2.555,0.124
21,,,416,2.184,0.000
148,,,417,1.627,0.437
109,,,418,2.616,0.401
110,,,419,1.501,0.460
111,,,420,2.627,0.502
N/A,,Unknown Plot #,421,3.882,0.302
18,,,422,7.091,0.197
13,,,423,17.195,0.289
11,,,424,2.161,0.476
12,,,425,10.686,0.365
14,,,426,10.125,0.331
17,,,427,9.761,0.035
15,,,428,8.934,0.168
10,,,429,10.185,0.282
16,,,430,11.236,0.062
23,,,431,4.380,0.000
22,,,432,10.404,0.000
24,,,433,1.042,0.100
N/A,,Unknown Plot #,434,2.090,0.120
30,,,435,4.351,0.202
25,,,436,9.868,0.158
29,,,437,2.139,0.219
28,,,438,2.532,0.225
27,,,439,0.704,0.289
26,,,440,1.333,0.340
31,,,441,2.881,0.147
33,,,442,2.350,0.085
N/A,,Unknown Plot #,443,4.715,0.000
32,,,444,3.033,0.053
34,,,445,3.882,0.000
34,,,446,4.947,0.000
8,,,447,1.094,0.443
8,,,448,0.504,0.474
8,,,449,1.263,0.488
8,,,450,1.123,0.529
8,,,451,0.566,0.531
9,,,452,3.428,0.512
8,,,453,11.305,0.323
71,,,454,1.319,0.351
70,,,455,1.611,0.386
69,,,456,1.799,0.477
N/A,,Unknown Plot #,457,2.591,0.352
37,,,458,16.865,0.149
34,,,459,4.037,0.000
36,,,460,5.712,0.076
39,,,461,13.617,0.273
38,,,462,4.148,0.358
68,,,463,1.987,0.329
N/A,,Unknown Plot #,464,0.959,0.406
68,,,465,1.265,0.336
68,,,466,0.403,0.227
68,,,467,0.799,0.346
68,,,468,0.165,0.350
68,,,469,0.457,0.322
68,,,470,1.164,0.285
68,,,471,1.813,0.177
68,,,472,1.415,0.132
68,,,473,1.423,0.221
68,,,474,4.042,0.329
68,,,475,1.924,0.229
68,,,476,0.264,0.237
68,,,477,0.675,0.149
N/A,,Unknown Plot #,478,1.173,0.092
N/A,,Unknown Plot #,479,1.190,0.000
68,,,480,0.611,0.000
68,,,481,1.333,0.041
68,,,482,1.488,0.052
66,,,483,7.886,0.000
67,,,484,5.384,0.218
N/A,,Unknown Plot #,485,15.691,0.000
68,,,486,1.189,0.000
68,,,487,8.378,0.139
65,,,488,6.648,0.000
N/A,,Unknown Plot #,489,0.180,0.209
40,,,490,9.960,0.124
64,,,491,1.332,0.208
60,,,492,1.711,0.143
62,,,493,7.854,0.237
61,,,494,10.065,0.224
N/A,,Unknown Plot #,495,11.057,0.000
58,,,496,14.666,0.037
N/A,,Unknown Plot #,497,5.764,0.000
52,,,498,16.636,0.000
54,,,499,11.924,0.000
53,,,500,5.191,0.168
49,,,501,4.703,0.139
41,,,502,15.202,0.000
43,,,503,1.764,0.000
42,,,504,1.308,0.068
N/A,,Unknown Plot #,505,0.373,0.083
44,,,506,1.894,0.000
45,,,507,1.707,0.000
46,,,508,7.211,0.000
N/A,,Unknown Plot #,509,0.879,0.220
N/A,,Unknown Plot #,510,0.979,0.223
50,,,511,8.659,0.000
N/A,,Unknown Plot #,512,1.731,0.000
N/A,,Unknown Plot #,513,0.050,0.000
52,,,514,1.609,0.000
51,,,515,14.104,0.000
361,,,516,2.743,0.217
