plot,subplot,flag,pid,area_ac,bnd_km
2,,,191,5.473,0.000
1,,,192,3.418,0.000
1,,,193,3.963,0.000
1,,,194,4.608,0.000
1,,,195,4.870,0.000
6,,,196,8.660,0.000
6,,,197,1.478,0.159
6,,,198,4.686,0.000
7,,,199,4.011,0.000
7,,,200,5.585,0.000
7,,,201,1.990,0.000
7,,,202,2.230,0.000
12,,,203,12.485,0.000
13,,,204,4.164,0.000
13,,,205,8.016,0.000
23,,,206,4.647,0.000
14,,,207,8.949,0.000
23,,,208,1.845,0.000
23,,,209,1.876,0.103
23,,,210,3.736,0.154
24,,,211,0.623,0.266
24,,,212,21.908,0.000
41,,,213,0.752,0.123
41,,,214,1.422,0.039
41,,,215,0.954,0.000
41,,,216,1.583,0.000
41,,,217,1.692,0.000
25,,,218,1.457,0.000
48,,,219,0.849,0.139
48,,,220,3.140,0.000
48,,,221,8.527,0.000
48,,,222,0.289,0.256
48,,,223,1.113,0.092
48,,,224,1.615,0.053
48,,,225,2.823,0.044
59,,,226,3.029,0.188
59,,,227,3.786,0.221
64,,,228,1.638,0.312
64,,,229,2.919,0.110
63,,,230,7.546,0.168
60,,,231,4.507,0.131
62,,,232,0.285,0.481
62,,,233,3.413,0.358
62,,,234,0.906,0.448
62,,,235,4.383,0.403
61,,,236,2.248,0.345
61,,,237,0.757,0.312
61,,,238,0.647,0.329
61,,,239,0.546,0.277
61,,,240,0.714,0.287
61,,,241,0.500,0.287
61,,,242,0.669,0.263
61,,,243,0.645,0.218
61,,,244,2.498,0.222
61,,,245,1.985,0.228
49,,,246,2.999,0.122
49,,,247,3.775,0.000
49,,,248,0.500,0.039
49,,,249,6.212,0.024
174,,,250,11.425,0.441
170,,,251,2.445,0.236
170,,,252,4.485,0.240
170,,,253,5.052,0.246
171,,,254,3.313,0.308
171,,,255,1.549,0.431
171,,,256,2.525,0.449
172,,,257,1.790,0.312
172,,,258,4.412,0.388
172,,,259,5.623,0.309
155,,,260,4.856,0.442
155,,,261,3.307,0.490
155,,,262,3.332,0.649
155,,,263,4.633,0.679
155,,,264,4.976,0.498
173,,,265,13.586,0.544
155,,,266,2.141,0.621
156,,,267,2.885,0.402
156,,,268,15.733,0.189
157,,,269,0.882,0.465
157,,,270,0.281,0.505
157,,,271,0.230,0.525
157,,,272,0.259,0.554
157,,,273,1.124,0.219
157,,,274,0.640,0.284
157,,,275,0.716,0.313
157,,,276,0.867,0.343
157,,,277,0.114,0.399
157,,,278,0.796,0.376
157,,,279,0.889,0.407
157,,,280,0.845,0.436
157,,,281,0.794,0.462
157,,,282,0.616,0.504
157,,,283,0.667,0.485
157,,,284,2.488,0.220
157,,,285,2.788,0.277
157,,,286,0.688,0.481
157,,,287,0.822,0.492
157,,,288,2.775,0.219
161,,,289,1.945,0.545
161,,,290,4.002,0.439
157,,,291,6.055,0.282
4,,,292,3.940,0.300
5,,,293,3.401,0.210
5,,,294,4.285,0.249
5,,,295,4.937,0.231
4,,,296,1.548,0.131
4,,,297,1.596,0.271
4,,,298,4.011,0.158
9,,,299,2.257,0.384
9,,,300,3.831,0.412
9,,,301,5.004,0.404
161,,,302,6.142,0.299
8,,,303,4.982,0.211
8,,,304,2.698,0.203
8,,,305,4.960,0.199
158,,,306,0.698,0.751
158,,,307,0.889,0.729
158,,,308,0.563,0.695
158,,,309,1.279,0.661
158,,,310,1.602,0.623
158,,,311,1.456,0.587
158,,,312,1.223,0.559
158,,,313,0.902,0.522
158,,,314,0.989,0.535
158,,,315,0.998,0.740
159,,,316,0.513,0.589
159,,,317,0.709,0.575
159,,,318,1.044,0.562
159,,,319,0.629,0.556
160,,,320,4.296,0.596
160,,,321,3.088,0.632
10,,,322,2.906,0.502
10,,,323,3.708,0.545
11,,,324,1.986,0.211
11,,,325,2.092,0.222
158,,,326,1.172,0.707
159,,,327,0.693,0.720
159,,,328,0.788,0.549
159,,,329,0.950,0.542
160,,,330,1.984,0.614
145,,,331,1.659,0.815
145,,,332,5.600,0.872
158,,,333,1.297,0.775
145,,,334,7.293,0.814
19,,,335,0.577,0.858
19,,,336,1.224,0.857
19,,,337,0.807,0.901
19,,,338,0.894,0.892
19,,,339,0.833,0.884
19,,,340,0.506,0.850
10,,,341,3.840,0.407
11,,,342,5.273,0.234
11,,,343,2.392,0.378
144,,,344,14.034,0.810
159,,,345,9.998,0.620
18,,,346,1.057,0.707
160,,,347,1.457,0.671
19,,,348,9.207,0.800
18,,,349,0.752,0.769
18,,,350,7.042,0.689
18,,,351,0.463,0.642
18,,,352,0.750,0.700
18,,,353,0.657,0.694
18,,,354,0.669,0.633
18,,,355,0.536,0.540
18,,,356,0.721,0.622
18,,,357,0.867,0.612
18,,,358,1.101,0.598
18,,,359,0.801,0.577
18,,,360,1.182,0.585
16,,,361,6.621,0.513
16,,,362,1.553,0.564
10,,,363,3.176,0.456
16,,,364,1.535,0.496
11,,,365,2.989,0.255
15,,,366,6.009,0.257
15,,,367,9.909,0.342
22,,,368,2.805,0.283
22,,,369,4.298,0.266
146,,,370,1.530,0.932
146,,,371,1.499,1.015
146,,,372,5.229,0.940
147,,,373,4.452,1.058
147,,,374,4.501,1.035
147,,,375,1.160,1.159
143,,,376,7.812,0.857
143,,,377,1.940,0.817
143,,,378,2.172,0.751
20,,,379,0.768,0.766
20,,,380,1.341,0.612
20,,,381,6.375,0.635
20,,,382,1.768,0.718
20,,,383,2.814,0.612
21,,,384,13.260,0.275
21,,,385,3.469,0.348
21,,,386,8.176,0.419
149,,,387,0.302,0.936
148,,,388,0.328,1.174
148,,,389,6.735,1.023
149,,,390,10.059,0.918
150,,,391,0.570,0.886
150,,,392,0.693,0.913
102,,,393,1.058,0.193
102,,,394,1.739,0.149
102,,,395,2.027,0.086
102,,,396,0.845,0.105
102,,,397,1.322,0.144
99,,,398,2.724,0.048
99,,,399,0.709,0.047
99,,,400,0.683,0.163
99,,,401,1.419,0.048
95,,,402,1.732,0.114
95,,,403,1.168,0.108
95,,,404,1.085,0.108
95,,,405,1.748,0.092
96,,,406,2.513,0.078
74,,,407,0.146,0.052
74,,,408,1.929,0.031
74,,,409,2.595,0.048
74,,,410,0.895,0.118
100,,,411,3.131,0.087
100,,,412,2.112,0.139
100,,,413,2.328,0.138
101,,,414,1.151,0.176
101,,,415,1.478,0.256
101,,,416,1.821,0.238
101,,,417,0.907,0.295
101,,,418,2.363,0.266
95,,,419,0.950,0.251
94,,,420,1.266,0.259
94,,,421,0.721,0.365
94,,,422,1.797,0.268
75,,,423,6.688,0.132
96,,,424,3.548,0.078
94,,,425,1.005,0.352
94,,,426,1.068,0.401
94,,,427,1.356,0.402
76,,,428,0.792,0.401
76,,,429,1.140,0.367
76,,,430,0.693,0.338
76,,,431,0.670,0.382
76,,,432,0.991,0.314
76,,,433,1.372,0.285
77,,,434,0.045,0.408
77,,,435,2.350,0.139
77,,no distinction 2 & 3,436,3.880,0.283
77,,,437,0.712,0.332
77,,,438,0.440,0.339
77,,,439,0.693,0.294
77,,,440,1.159,0.256
77,,,441,0.604,0.074
77,,,442,3.693,0.096
70,,,443,5.072,0.190
70,,,444,1.517,0.177
70,,,445,3.508,0.020
70,,,446,5.413,0.088
77,,,447,0.743,0.280
77,,,448,4.817,0.187
68,,,449,1.772,0.462
68,,,450,1.537,0.370
68,,,451,3.033,0.280
68,,,452,2.091,0.288
68,,,453,0.403,0.481
68,,,454,5.812,0.344
68,,,455,2.309,0.371
68,,,456,0.268,0.382
68,,,457,1.748,0.344
109,,,458,1.209,0.141
109,,,459,1.692,0.216
109,,,460,1.179,0.305
109,,,461,1.327,0.367
109,,,462,1.566,0.285
111,,,463,0.864,0.404
111,,,464,3.035,0.283
111,,,465,0.131,0.396
111,,,466,0.655,0.402
111,,,467,0.707,0.408
111,,,468,0.964,0.403
111,,,469,1.391,0.388
112,,,470,1.989,0.336
112,,,471,1.436,0.308
112,,,472,2.328,0.321
108,,,473,1.034,0.134
108,,,474,0.433,0.204
108,,,475,2.801,0.145
110,,,476,0.471,0.402
110,,,477,0.093,0.383
110,,,478,0.271,0.391
110,,,479,0.603,0.320
110,,,480,2.110,0.313
110,,,481,1.541,0.412
110,,,482,0.088,0.432
110,,,483,0.105,0.415
113,,,484,2.729,0.453
113,,,485,1.062,0.487
113,,,486,1.440,0.474
110,,,487,1.328,0.426
113,,,488,0.506,0.483
108,,,489,0.679,0.264
116,,,490,4.624,0.161
116,,,491,4.099,0.180
116,,,492,4.443,0.158
114,,,493,4.841,0.497
115,,,494,1.015,0.546
115,,,495,1.880,0.444
115,,,496,2.895,0.455
93,,,497,1.514,0.471
93,,,498,1.259,0.527
93,,,499,2.391,0.566
93,,,500,0.462,0.657
93,,,501,0.685,0.727
93,,,502,0.617,0.660
93,,,503,1.470,0.617
93,,,504,0.420,0.708
93,,,505,0.848,0.712
93,,,506,1.684,0.504
93,,,507,2.507,0.654
93,,,508,1.179,0.730
92,,,509,3.944,0.667
92,,,510,3.963,0.501
92,,,511,3.046,0.464
92,,,512,1.703,0.462
92,,,513,0.213,0.431
92,,,514,4.275,0.400
92,,,515,1.032,0.416
92,,,516,0.843,0.532
92,,,517,1.404,0.490
92,,,518,0.368,0.398
92,,,519,1.244,0.424
78,,,520,0.581,0.463
78,,,521,11.205,0.476
78,,,522,1.350,0.437
78,,,523,1.288,0.370
78,,,524,1.812,0.392
126,,,525,2.155,0.286
126,,,526,1.038,0.247
125,,,527,0.525,0.341
125,,,528,3.450,0.355
131,,,529,2.550,0.595
131,,,530,2.368,0.519
131,,,531,1.289,0.492
131,,,532,0.727,0.488
125,,,533,3.007,0.463
131,,,534,0.190,0.579
131,,,535,0.823,0.587
131,,,536,0.856,0.490
127,,,537,2.204,0.411
127,,,538,1.824,0.375
127,,,539,1.178,0.311
127,,,540,1.378,0.297
127,,,541,1.408,0.289
126,,,542,1.410,0.215
122,,,543,1.085,0.570
122,,,544,1.443,0.550
122,,,545,0.999,0.540
122,,,546,1.103,0.534
122,,,547,0.179,0.526
122,,,548,0.303,0.528
123,,,549,2.671,0.665
131,,,550,2.736,0.573
124,,,551,0.815,0.717
124,,,552,0.696,0.625
124,,,553,0.462,0.742
124,,,554,1.046,0.634
124,,,555,0.464,0.645
124,,,556,1.164,0.688
126,,,557,1.538,0.205
125,,,558,1.794,0.521
132,,,559,1.099,0.667
132,,,560,0.448,0.766
132,,,561,1.294,0.687
132,,,562,0.779,0.780
132,,,563,0.637,0.804
132,,,564,0.960,0.730
132,,,565,0.531,0.785
132,,,566,0.859,0.829
137,,,567,0.920,0.782
137,,,568,1.807,0.796
137,,,569,1.861,0.823
137,,,570,0.761,0.770
137,,,571,0.706,0.848
140,,,572,0.942,0.774
141,,,573,7.620,0.751
150,,,574,6.733,0.853
151,,,575,0.926,1.027
151,,,576,1.462,1.041
151,,,577,1.807,0.962
151,,,578,0.856,0.831
151,,,579,3.012,0.883
142,,,580,5.663,0.917
151,,,581,5.630,0.875
136,,,582,0.559,0.870
136,,,583,0.559,0.886
136,,,584,0.807,0.901
136,,,585,0.722,0.808
136,,,586,1.110,0.850
136,,,587,0.708,0.817
136,,,588,0.910,0.774
129,,,589,0.681,0.474
129,,,590,0.788,0.586
128,,,591,6.566,0.455
129,,,592,2.272,0.478
129,,,593,0.425,0.506
129,,,594,0.439,0.465
130,,,595,2.853,0.612
130,,,596,1.615,0.560
130,,,597,2.170,0.493
90,,,598,1.037,0.883
90,,,599,0.471,0.620
90,,,600,2.030,0.739
90,,,601,1.169,0.777
90,,,602,0.600,0.838
90,,,603,0.968,0.791
89,,,604,0.860,0.702
89,,,605,0.524,0.706
89,,,606,0.466,0.721
89,,,607,0.977,0.728
89,,,608,0.549,0.899
90,,,609,6.507,0.655
89,,,610,1.314,0.833
89,,,611,0.307,0.833
89,,,612,0.295,0.865
89,,,613,0.284,0.901
88,,,614,0.321,0.762
88,,,615,2.174,0.745
88,,,616,2.293,0.807
133,,,617,3.207,0.667
133,,,618,1.184,0.768
133,,,619,1.273,0.798
133,,,620,0.315,0.746
133,,,621,0.335,0.631
133,,,622,0.364,0.660
133,,,623,1.127,0.736
133,,,624,0.937,0.698
133,,,625,2.226,0.644
133,,,626,0.269,0.720
133,,,627,0.313,0.692
135,,,628,0.813,0.848
135,,,629,0.590,0.809
135,,,630,0.925,0.823
135,,,631,2.101,0.815
135,,,632,1.065,0.722
135,,,633,1.083,0.709
91,,,634,2.193,0.745
91,,,635,2.063,0.806
91,,,636,0.375,0.773
91,,,637,2.730,0.795
91,,,638,1.129,0.704
91,,,639,2.157,0.752
90,,,640,1.084,0.850
89,,,641,0.275,0.886
135,,,642,0.264,0.819
79,,,643,0.727,0.587
79,,,644,2.548,0.576
79,,,645,2.094,0.614
79,,,646,6.919,0.677
80,,,647,0.372,0.571
80,,,648,2.805,0.475
80,,,649,1.057,0.475
80,,,650,0.933,0.518
80,,,651,7.194,0.510
87,,,652,1.544,0.779
87,,,653,3.243,0.812
87,,,654,3.146,0.756
87,,,655,1.625,0.831
86,,,656,1.309,0.729
87,,,657,1.630,0.777
86,,,658,6.920,0.580
85,,,659,2.323,0.578
85,,,660,2.868,0.533
84,,,661,0.382,0.558
84,,,662,0.965,0.653
84,,,663,1.967,0.491
84,,,664,0.977,0.523
84,,,665,1.179,0.589
84,,,666,0.209,0.597
81,,,667,0.287,0.467
81,,,668,0.700,0.479
81,,,669,0.925,0.448
81,,,670,0.185,0.400
81,,,671,0.210,0.374
81,,,672,0.514,0.442
134,,,673,1.276,0.788
84,,,674,0.638,0.595
84,,,675,0.258,0.620
84,,,676,0.355,0.645
32,,,677,0.722,0.723
81,,,678,1.038,0.434
81,,,679,1.033,0.421
81,,,680,0.634,0.407
81,,,681,0.612,0.360
81,,,682,0.945,0.391
134,,,683,1.877,0.719
32,,,684,1.905,0.584
32,,,685,2.165,0.633
33,,,686,1.025,0.578
33,,,687,5.367,0.584
83,,,688,1.575,0.514
83,,,689,1.332,0.419
83,,,690,1.160,0.486
83,,,691,1.254,0.454
83,,,692,0.751,0.374
83,,,693,1.229,0.397
82,,,694,0.059,0.301
82,,,695,0.064,0.292
82,,,696,0.423,0.271
82,,,697,0.129,0.330
82,,,698,1.565,0.295
82,,,699,0.412,0.345
82,,,700,0.381,0.357
82,,,701,0.394,0.371
82,,,702,0.457,0.307
82,,,703,0.449,0.320
82,,,704,0.408,0.327
82,,,705,0.610,0.336
82,,,706,1.026,0.348
31,,,707,1.578,0.513
31,,,708,0.115,0.740
31,,,709,0.264,0.728
31,,,710,2.133,0.694
31,,,711,2.069,0.616
31,,,712,1.382,0.560
30,,,713,0.847,0.513
36,,,714,0.253,0.352
28,,,715,0.454,0.520
28,,,716,1.896,0.310
28,,,717,8.324,0.331
27,,,718,1.044,0.348
40,,,719,0.120,0.235
40,,,720,0.315,0.169
40,,,721,0.288,0.140
40,,,722,0.602,0.155
29,,,723,6.065,0.572
26,,,724,0.994,0.265
42,,,725,1.082,0.020
46,,,726,0.343,0.187
46,,,727,0.293,0.286
46,,,728,0.273,0.297
46,,,729,0.272,0.309
46,,,730,0.359,0.318
46,,,731,2.693,0.204
46,,,732,0.348,0.330
45,,,733,0.380,0.380
45,,,734,0.765,0.345
45,,,735,0.619,0.388
45,,,736,1.133,0.376
45,,,737,1.298,0.377
45,,,738,1.235,0.391
45,,,739,1.900,0.413
45,,,740,0.100,0.466
45,,,741,1.651,0.457
35,,,742,2.785,0.399
35,,,743,0.320,0.400
35,,,744,0.345,0.384
37,,,745,0.526,0.326
35,,,746,1.090,0.486
35,,,747,0.863,0.458
35,,,748,1.699,0.357
34,,,749,0.649,0.475
34,,,750,0.373,0.484
34,,,751,0.713,0.493
34,,,752,0.812,0.483
34,,,753,0.795,0.522
34,,,754,0.862,0.503
39,,,755,0.090,0.360
39,,,756,0.574,0.267
39,,,757,0.257,0.312
39,,,758,1.164,0.224
39,,,759,0.242,0.212
39,,,760,0.564,0.213
39,,,761,1.573,0.160
39,,,762,0.705,0.218
39,,,763,0.163,0.328
39,,,764,0.080,0.347
39,,,765,0.185,0.324
39,,unlabeled subplot,766,0.157,0.251
39,,,767,0.073,0.239
44,,,768,1.843,0.232
44,,,769,0.724,0.322
44,,,770,1.280,0.291
38,,,771,2.026,0.342
44,,,772,2.121,0.256
44,,,773,0.675,0.396
44,,,774,0.642,0.355
47,,,775,0.328,0.170
47,,,776,3.388,0.064
47,,,777,1.041,0.163
47,,,778,0.808,0.198
47,,,779,1.202,0.259
47,,,780,5.512,0.141
43,,,781,3.512,0.057
43,,,782,0.873,0.165
43,,,783,1.531,0.182
43,,,784,1.041,0.152
43,,,785,0.361,0.124
207,,,786,0.236,0.109
207,,,787,1.600,0.000
206,,,788,2.643,0.165
207,,,789,1.515,0.076
207,,,790,3.484,0.000
207,,,791,1.789,0.000
207,,,792,0.618,0.111
208,,,793,0.191,0.000
208,,,794,1.778,0.034
208,,,795,1.957,0.000
213,,,796,0.787,0.008
213,,,797,0.933,0.000
213,,,798,0.570,0.036
213,,,799,1.107,0.036
213,,,800,0.230,0.072
213,,,801,1.067,0.057
213,,,802,0.928,0.000
213,,,803,0.244,0.042
198,,,804,0.968,0.000
198,,,805,0.241,0.000
198,,,806,2.162,0.059
198,,,807,1.221,0.000
197,,,808,0.098,0.067
197,,,809,0.162,0.040
197,,,810,0.555,0.000
194,,,811,0.930,0.000
193,,,812,1.120,0.000
193,,,813,0.661,0.079
193,,,814,1.576,0.000
193,,,815,1.021,0.000
192,,,816,0.772,0.000
191,,,817,0.689,0.312
191,,,818,0.890,0.168
191,,,819,1.515,0.170
191,,,820,1.752,0.172
198,,,821,0.737,0.010
197,,,822,0.890,0.052
193,,,823,0.260,0.144
193,,,824,0.603,0.076
191,,,825,2.124,0.163
195,,,826,2.723,0.153
194,,,827,1.312,0.000
195,,,828,1.655,0.152
196,,,829,1.313,0.142
196,,,830,0.439,0.189
196,,,831,0.437,0.100
196,,,832,0.942,0.107
213,,,833,0.907,0.082
197,,,834,1.444,0.023
197,,,835,1.970,0.000
196,,,836,0.635,0.137
196,,,837,0.612,0.129
199,,,838,1.171,0.195
214,,,839,6.925,0.000
198,,,840,0.497,0.054
196,,,841,0.670,0.176
199,,,842,1.430,0.128
199,,,843,1.288,0.145
209,,,844,1.588,0.066
209,,,845,1.086,0.167
206,,,846,2.565,0.150
211,,,847,0.247,0.081
211,,,848,0.227,0.090
211,,,849,1.279,0.139
211,,,850,2.970,0.097
199,,,851,1.381,0.136
209,,,852,1.508,0.112
212,,,853,0.907,0.185
212,,,854,0.966,0.107
212,,,855,0.964,0.097
212,,,856,0.946,0.220
212,,,857,1.830,0.149
200,,,858,0.546,0.322
200,,,859,2.039,0.252
200,,,860,0.976,0.233
200,,,861,0.192,0.254
200,,,862,3.425,0.257
201,,,863,0.327,0.319
201,,,864,0.541,0.256
201,,,865,1.096,0.255
201,,,866,0.243,0.374
201,,,867,0.346,0.294
201,,,868,1.728,0.256
210,,,869,0.560,0.192
210,,,870,0.419,0.268
210,,,871,0.363,0.234
210,,,872,0.806,0.283
205,,,873,1.431,0.200
205,,,874,0.151,0.283
205,,,875,0.672,0.333
210,,,876,1.021,0.310
210,,,877,1.896,0.199
205,,,878,0.272,0.332
205,,,879,0.658,0.297
205,,,880,0.552,0.324
205,,,881,0.832,0.269
203,,,882,0.953,0.323
203,,,883,2.055,0.337
203,,,884,0.578,0.386
203,,,885,0.527,0.409
203,,,886,0.325,0.430
203,,,887,0.582,0.444
202,,,888,0.261,0.435
202,,,889,0.330,0.378
202,,,890,0.429,0.418
202,,,891,0.799,0.362
202,,,892,0.489,0.399
202,,,893,0.559,0.427
202,,,894,1.135,0.407
202,,,895,0.830,0.393
190,,,896,0.203,0.484
190,,,897,0.670,0.487
190,,,898,3.347,0.381
189,,,899,3.543,0.494
189,,,900,0.673,0.556
182,,,901,3.690,0.496
184,,,902,1.682,0.593
184,,,903,2.803,0.621
184,,,904,0.042,0.747
184,,,905,0.025,0.739
184,,,906,0.025,0.732
184,,,907,1.170,0.730
187,,,908,0.153,0.683
187,,,909,0.657,0.683
187,,,910,0.248,0.628
187,,,911,1.565,0.657
187,,,912,0.161,0.588
187,,,913,0.197,0.597
187,,,914,0.276,0.652
187,,,915,0.234,0.609
187,,,916,0.220,0.623
187,,,917,0.217,0.634
187,,,918,0.145,0.646
186,,,919,0.160,0.701
186,,,920,0.092,0.747
186,,,921,0.135,0.716
186,,,922,0.109,0.732
185,,,923,0.094,0.565
186,,,924,2.742,0.622
185,,,925,0.828,0.646
185,,,926,0.456,0.584
185,,,927,1.602,0.567
204,,,928,1.424,0.385
204,,,929,0.359,0.488
204,,,930,1.423,0.521
204,,,931,3.182,0.429
188,,,932,1.528,0.469
188,,,933,0.474,0.565
188,,,934,0.832,0.525
68,,,935,0.923,0.532
39,,,936,0.032,0.248
39,,unlabeled subplot,937,0.013,0.237
39,,unlabeled subplot,938,0.002,0.232
