plot,subplot,flag,pid,area_ac,bnd_km
360,,,331,5.804,0.707
359,,,332,3.388,0.804
359,,,333,4.121,0.532
359,,,334,4.827,0.651
358,,,335,0.180,0.784
358,,,336,0.313,0.784
358,,,337,1.466,0.784
361,,,338,5.616,0.522
361,,,339,2.365,0.870
361,,,340,2.463,0.824
361,,,341,3.698,0.857
361,,,342,2.173,0.570
361,,,343,23.918,0.592
364,,,344,3.220,0.735
364,,,345,5.245,0.629
364,,,346,4.777,0.681
365,,,347,2.569,0.531
365,,,348,2.841,0.635
365,,,349,5.333,0.610
338,,,350,16.746,0.280
365,,,351,5.873,0.565
331,,,352,7.827,0.406
380,,,353,3.526,0.739
380,,,354,4.885,0.657
380,,,355,7.416,0.625
332,,,356,5.097,0.379
332,,,357,3.200,0.576
332,,,358,3.895,0.425
335,,,359,23.368,0.144
332,,,360,2.737,0.395
334,,,361,23.599,0.272
333,,,362,4.214,0.756
333,,,363,7.978,0.627
333,,,364,1.805,0.729
333,,,365,3.375,0.733
333,,,366,3.793,0.759
333,,unlabeled subplot,367,0.121,0.722
309,,,368,32.625,0.247
310,,,369,29.361,0.603
311,,,370,4.799,0.606
311,,,371,4.653,0.718
311,,,372,3.668,0.682
311,,,373,6.349,0.695
408,,,374,11.649,0.660
409,,,375,16.299,0.794
410,,,376,8.821,0.998
412,,,377,12.042,1.073
411,,,378,10.355,0.978
407,,,379,2.772,0.909
299,,,380,1.940,1.191
299,,,381,3.252,1.334
299,,,382,3.355,1.237
300,,,383,11.584,0.995
398,,,384,1.770,1.303
398,,,385,3.979,1.341
312,,,386,28.723,1.131
313,,,387,6.121,0.978
313,,,388,2.361,0.876
313,,,389,3.358,0.927
314,,,390,6.477,1.104
314,,,391,3.665,0.934
314,,,392,4.455,1.010
367,,,393,3.557,1.015
367,,,394,3.355,0.983
367,,,395,4.175,0.931
367,,,396,4.774,0.917
368,,,397,15.089,1.047
369,,,398,6.954,1.107
366,,,399,18.324,0.790
327,,,400,5.416,0.998
329,,,401,1.035,0.860
329,,,402,0.231,0.733
329,,,403,0.875,0.905
329,,,404,3.526,0.830
328,,,405,8.691,0.923
329,,,406,3.496,0.765
315,,,407,25.103,0.988
316,,,408,5.296,1.296
316,,,409,5.515,1.337
316,,,410,7.753,1.381
316,,,411,2.994,1.431
316,,,412,5.493,1.452
291,,,413,3.151,1.391
291,,,414,3.385,1.416
291,,,415,4.204,1.476
291,,,416,6.287,1.506
298,,,417,0.517,1.427
74,,,418,3.683,1.354
74,,,419,2.221,1.326
295,,,420,32.690,1.427
294,,,421,20.974,1.614
297,,,422,0.416,1.303
297,,,423,8.503,1.316
72,,,424,2.668,1.091
72,,,425,2.288,1.149
72,,,426,3.012,1.161
73,,,427,4.031,1.154
296,,,428,4.283,1.282
71,,,429,19.784,0.917
149,,,430,0.068,1.778
149,,,431,8.168,1.786
149,,,432,4.965,1.706
149,,,433,4.713,1.817
149,,,434,5.971,1.819
148,,,435,8.961,1.632
147,,,436,13.870,1.447
146,,,437,14.191,1.247
145,,,438,4.024,0.909
145,,,439,5.036,0.910
145,,,440,5.939,0.912
145,,,441,0.973,1.079
145,,,442,1.315,1.048
145,,,443,1.602,1.151
322,,,444,44.420,1.054
323,,,445,3.802,1.478
325,,,446,8.863,1.139
324,,,447,23.724,1.210
326,,,448,28.683,1.188
317,,,449,15.857,1.506
399,,,450,10.967,1.420
277,,,451,19.802,1.669
277,,,452,11.819,1.687
277,,,453,10.003,1.640
277,,,454,10.723,1.672
283,,estimate of plot #,455,9.057,1.665
283,,estimate of plot #,456,2.354,1.673
283,,estimate of plot #,457,2.641,1.681
283,,estimate of plot #,458,5.692,1.689
290,,,459,5.620,1.759
290,,,460,4.472,1.845
290,,,461,4.756,1.706
288,,,462,6.945,1.790
288,,,463,9.994,1.886
287,,,464,19.720,1.878
151,,,465,21.763,1.404
150,,,466,8.662,1.684
150,,,467,27.447,1.570
154,,,468,11.238,1.216
154,,,469,1.048,1.362
154,,,470,1.273,1.325
154,,,471,5.840,1.313
154,,,472,10.420,1.362
154,,,473,16.392,1.104
115,,,474,7.581,1.437
154,,,475,3.719,1.437
154,,,476,4.585,1.480
213,,,477,6.060,1.291
154,,,478,9.919,1.470
284,,,479,14.373,1.292
284,,,480,19.786,1.289
285,,,481,8.575,1.633
285,,,482,7.274,1.846
285,,,483,7.678,1.743
286,,,484,19.106,1.633
278,,,485,5.643,1.741
278,,,486,14.943,1.788
280,,,487,21.788,1.344
276,,,488,13.673,1.487
279,,,489,12.231,1.484
319,,,490,10.294,1.403
318,,,491,4.668,1.465
318,,,492,3.144,1.505
318,,,493,3.085,1.672
318,,,494,4.435,1.531
321,,,495,16.993,1.054
266,,,496,22.707,1.010
320,,,497,4.345,1.329
320,,,498,4.770,1.195
320,,,499,4.509,1.471
320,,,500,5.500,1.185
320,,,501,6.567,1.195
275,,,502,4.920,1.421
275,,,503,2.513,1.325
275,,,504,5.188,1.348
274,,,505,9.531,1.204
370,,,506,64.864,0.595
372,,,507,13.854,0.556
374,,,508,3.422,0.427
374,,,509,1.290,0.346
374,,,510,3.810,0.376
373,,,511,5.207,0.451
373,,,512,4.753,0.220
373,,,513,0.804,0.178
373,,,514,2.928,0.184
373,,,515,7.155,0.324
380,,,516,12.933,0.000
370,,,517,4.173,0.000
370,,,518,4.789,0.000
371,,,519,12.697,0.139
378,,,520,3.787,0.000
378,,,521,5.235,0.000
253,,,522,16.251,0.339
376,,,523,9.894,0.134
252,,,524,10.297,0.380
252,,,525,11.264,0.277
255,,,526,14.531,0.888
256,,,527,13.233,0.884
256,,,528,1.313,0.780
256,,,529,1.712,0.847
254,,,530,25.072,0.595
256,,,531,4.594,0.710
264,,,532,25.034,0.793
265,,,533,10.220,0.999
267,,,534,13.402,0.710
251,,,535,20.607,0.108
377,,,536,4.747,0.000
250,,,537,17.973,0.052
258,,,538,5.385,0.339
259,,,539,2.313,0.434
263,,,540,3.011,0.543
263,,,541,26.087,0.499
257,,,542,14.055,0.469
268,,,543,1.533,0.631
268,,,544,1.702,0.559
273,,,545,16.230,0.698
273,,,546,25.965,0.631
204,,,547,18.954,0.818
205,,,548,11.981,0.860
249,,,549,21.158,0.000
260,,,550,12.314,0.202
261,,,551,0.631,0.357
262,,,552,5.354,0.371
247,,,553,1.882,0.106
248,,,554,1.908,0.000
248,,,555,2.884,0.000
248,,,556,7.945,0.000
248,,,557,3.085,0.106
248,,,558,1.914,0.183
248,,,559,0.706,0.126
248,,,560,6.931,0.000
245,,,561,3.201,0.232
243,,,562,1.038,0.331
244,,,563,2.300,0.275
243,,,564,1.631,0.337
269,,,565,3.856,0.531
271,,,566,2.832,0.528
271,,,567,3.315,0.447
239,,,568,0.703,0.423
239,,,569,0.295,0.380
239,,,570,0.301,0.379
239,,,571,0.517,0.446
239,,,572,2.420,0.407
242,,,573,1.163,0.348
242,,,574,1.038,0.390
242,,,575,0.910,0.400
270,,,576,2.997,0.489
241,,,577,0.589,0.355
236,,,578,2.920,0.000
237,,,579,1.162,0.000
235,,,580,7.012,0.000
229,,,581,6.022,0.000
228,,,582,5.479,0.000
228,,,583,2.277,0.000
234,,,584,2.906,0.061
230,,,585,4.750,0.167
246,,,586,3.378,0.182
246,,,587,4.285,0.205
240,,,588,3.843,0.254
238,,,589,3.497,0.000
234,,,590,3.021,0.181
233,,,591,3.415,0.272
227,,,592,13.746,0.181
226,,,593,2.912,0.426
226,,,594,5.095,0.401
224,,,595,1.060,0.435
225,,,596,2.788,0.556
208,,,597,3.764,0.548
232,,,598,3.758,0.366
255,,,599,4.796,0.565
272,,,600,5.073,0.681
231,,,601,9.193,0.272
209,,,602,1.636,0.668
207,,,603,4.465,0.594
206,,,604,4.100,0.592
210,,,605,7.893,0.678
203,,,606,30.187,0.698
200,,,607,1.132,1.120
200,,,608,81.882,0.373
201,,,609,11.093,0.837
281,,,610,13.562,1.132
282,,,611,10.156,1.080
157,,,612,25.341,0.729
199,,,613,18.434,0.405
197,,,614,2.765,0.557
197,,,615,3.315,0.545
197,,,616,7.040,0.528
197,,,617,7.623,0.527
198,,,618,19.217,0.405
158,,,619,4.177,0.876
158,,,620,17.434,1.018
158,,,621,6.846,0.735
158,,,622,7.581,0.806
158,,,623,3.442,0.962
158,,,624,4.691,0.847
158,,,625,20.787,0.863
159,,,626,13.856,1.258
180,,,627,10.275,1.146
161,,,628,7.987,0.883
162,,,629,14.601,0.942
140,,,630,2.783,1.008
141,,,631,5.284,1.095
142,,,632,4.748,0.948
143,,,633,3.121,1.056
135,,,634,9.754,0.761
139,,,635,5.602,0.811
220,,,636,8.551,0.000
221,,,637,8.169,0.110
22,,,638,9.923,0.206
211,,,639,3.216,0.545
219,,,640,5.907,0.000
218,,,641,2.181,0.103
223,,,642,13.496,0.382
219,,,643,3.830,0.000
218,,,644,12.950,0.000
218,,,645,5.647,0.167
218,,,646,5.774,0.300
217,,,647,2.160,0.047
217,,,648,0.889,0.092
217,,,649,5.579,0.000
217,,,650,0.380,0.000
217,,,651,0.701,0.000
217,,,652,1.146,0.000
213,,,653,5.768,0.091
212,,,654,11.615,0.176
216,,,655,2.401,0.000
215,,,656,1.830,0.000
214,,,657,2.253,0.051
193,,,658,4.325,0.000
195,,,659,2.426,0.194
195,,,660,2.521,0.142
212,,,661,7.992,0.301
194,,,662,3.233,0.084
195,,,663,10.508,0.206
196,,,664,10.483,0.125
134,,,665,1.028,0.844
134,,,666,1.955,0.706
144,,,667,8.816,0.942
134,,,668,3.112,0.723
134,,,669,2.635,0.735
134,,,670,9.444,0.740
103,,,671,10.040,0.420
132,,,672,2.154,0.544
132,,,673,1.321,0.520
132,,,674,0.867,0.438
132,,,675,0.940,0.458
107,,,676,2.182,0.311
107,,,677,18.353,0.000
132,,,678,9.093,0.380
105,,,679,1.580,0.402
105,,,680,1.883,0.405
106,,,681,3.778,0.318
133,,,682,12.447,0.628
102,,,683,17.881,0.000
104,,,684,3.875,0.478
101,,,685,9.678,0.000
99,,,686,0.220,0.234
99,,,687,1.090,0.237
99,,,688,3.359,0.237
99,,,689,0.533,0.273
99,,,690,1.122,0.280
99,,,691,1.623,0.361
99,,unlabeled subplot,692,0.073,0.358
99,,,693,7.556,0.440
99,,,694,7.393,0.353
99,,,695,4.584,0.000
99,,,696,3.489,0.192
99,,,697,1.332,0.199
99,,,698,1.709,0.275
131,,,699,6.268,0.523
129,,,700,5.046,0.565
130,,,701,3.103,0.475
112,,,702,0.510,0.413
112,,unlabeled subplot,703,0.368,0.369
112,,,704,2.076,0.373
114,,,705,0.616,0.310
114,,,706,0.828,0.335
113,,,707,1.777,0.374
114,,,708,0.612,0.286
111,,,709,1.013,0.234
111,,,710,0.631,0.160
111,,,711,0.933,0.196
112,,,712,1.490,0.297
108,,,713,0.770,0.184
108,,,714,0.659,0.056
108,,,715,1.127,0.096
108,,,716,1.439,0.070
108,,,717,0.738,0.031
108,,,718,7.153,0.000
164,,,719,3.966,0.480
164,,,720,4.863,0.555
164,,,721,11.893,0.535
164,,,722,5.272,0.457
164,,,723,8.150,0.475
163,,,724,8.871,0.593
170,,,725,3.354,0.485
138,,,726,1.147,0.591
138,,,727,3.020,0.805
138,,,728,3.422,0.611
137,,,729,3.308,0.667
136,,,730,9.056,0.545
192,,,731,15.934,0.000
191,,,732,1.892,0.056
185,,,733,1.680,0.227
185,,,734,2.119,0.130
185,,,735,1.287,0.000
185,,,736,0.994,0.000
185,,,737,4.150,0.000
185,,,738,2.735,0.000
185,,,739,4.852,0.076
185,,,740,1.391,0.000
190,,,741,7.630,0.365
190,,,742,1.592,0.429
190,,,743,10.467,0.306
190,,,744,1.188,0.148
190,,,745,2.999,0.171
190,,,746,2.411,0.303
190,,,747,0.383,0.275
190,,,748,1.787,0.277
190,,,749,0.987,0.272
190,,,750,0.952,0.249
190,,,751,1.274,0.214
190,,,752,1.001,0.182
190,,,753,2.101,0.170
186,,,754,1.811,0.288
186,,,755,3.204,0.271
186,,,756,2.475,0.236
186,,,757,3.565,0.327
186,,,758,2.211,0.199
186,,,759,2.955,0.182
179,,,760,2.628,0.275
189,,,761,2.936,0.502
178,,,762,4.974,0.149
186,,,763,4.261,0.403
179,,,764,5.774,0.199
178,,,765,12.390,0.000
178,,,766,1.487,0.148
188,,,767,1.208,0.496
167,,,768,3.827,0.363
167,,,769,3.903,0.365
185,,,770,28.939,0.455
168,,,771,1.164,0.460
168,,,772,0.691,0.424
168,,,773,0.665,0.373
168,,,774,0.757,0.397
166,,,775,14.110,0.449
184,,,776,3.591,0.000
183,,,777,9.995,0.000
397,,,778,10.228,0.000
182,,,779,5.157,0.000
127,,,780,4.483,0.428
126,,,781,0.736,0.625
126,,,782,0.231,0.456
126,,,783,5.127,0.470
115,,,784,4.359,0.298
118,,,785,1.801,0.288
110,,,786,0.481,0.043
110,,,787,1.739,0.000
110,,,788,0.682,0.130
110,,,789,0.511,0.078
110,,,790,0.919,0.056
110,,,791,0.698,0.127
110,,,792,0.439,0.125
110,,,793,0.338,0.123
110,,,794,0.464,0.120
117,,,795,0.469,0.242
109,,,796,1.212,0.000
109,,,797,0.924,0.000
109,,,798,0.815,0.000
109,,,799,0.648,0.056
126,,,800,1.888,0.428
117,,,801,1.279,0.162
109,,,802,0.836,0.000
109,,,803,0.254,0.119
171,,,804,0.581,0.427
171,,,805,0.986,0.433
171,,,806,1.035,0.433
171,,,807,0.485,0.421
171,,,808,0.546,0.417
125,,,809,5.131,0.281
171,,,810,1.472,0.433
124,,,811,1.078,0.320
124,,,812,0.927,0.312
124,,,813,1.255,0.311
124,,,814,1.771,0.317
172,,,815,0.929,0.318
172,,,816,0.990,0.323
172,,,817,1.259,0.327
172,,,818,1.403,0.329
172,,,819,1.359,0.334
172,,,820,0.567,0.380
172,,,821,0.495,0.353
172,,,822,0.788,0.321
177,,,823,1.800,0.249
169,,,824,1.523,0.422
172,,,825,0.913,0.361
172,,,826,3.028,0.275
177,,,827,1.071,0.150
177,,,828,0.886,0.162
177,,,829,1.378,0.201
177,,,830,0.932,0.218
177,,,831,0.698,0.055
177,,,832,0.410,0.113
177,,,833,0.244,0.154
176,,,834,0.818,0.000
176,,,835,1.833,0.076
176,,,836,1.909,0.142
176,,,837,0.233,0.188
176,,,838,0.707,0.229
177,,,839,1.169,0.000
176,,,840,2.952,0.182
175,,,841,0.287,0.095
175,,,842,1.347,0.000
175,,,843,1.720,0.000
175,,,844,1.469,0.000
176,,,845,0.161,0.134
175,,,846,6.615,0.000
175,,,847,3.152,0.000
174,,,848,0.919,0.227
173,,,849,1.266,0.278
174,,,850,9.647,0.163
173,,,851,1.045,0.271
122,,,852,0.780,0.257
120,,,853,1.441,0.222
120,,,854,0.326,0.283
120,,,855,0.607,0.288
120,,,856,0.374,0.288
120,,,857,0.682,0.243
121,,,858,1.669,0.189
122,,,859,1.346,0.135
122,,,860,1.594,0.080
122,,,861,1.934,0.000
122,,,862,2.320,0.000
122,,,863,5.102,0.000
122,,,864,5.864,0.093
122,,,865,0.619,0.181
122,,,866,0.361,0.239
122,,,867,0.648,0.209
293,,,868,14.672,1.536
292,,,869,19.219,1.473
156,,,870,0.000,1.470
187,,,871,3.156,0.270
187,,,872,7.873,0.203
16,,,873,22.737,0.000
156,,,874,7.588,1.291
100,,,875,3.878,0.000
103,,,876,5.563,0.509
99,,unlabeled subplot,877,0.270,0.143
99,,unlabeled subplot,878,1.528,0.191
99,,,879,0.205,0.349
99,,unlabeled subplot,880,0.051,0.345
132,,,881,0.791,0.424
3,,unlabeled subplot,882,0.158,0.363
3,,unlabeled subplot,883,0.062,0.362
3,,unlabeled subplot,884,0.450,0.313
99,,,885,1.966,0.187
128,,,886,0.422,0.597
111,,,887,0.564,0.233
111,,,888,0.116,0.226
112,,unlabeled subplot,889,0.067,0.413
112,,,890,0.122,0.457
117,,,891,0.318,0.215
117,,,892,0.251,0.222
117,,,893,0.056,0.187
117,,,894,0.164,0.157
117,,,895,0.312,0.189
117,,,896,0.145,0.143
117,,,897,0.320,0.146
117,,unlabeled subplot,898,0.094,0.147
117,,,899,0.497,0.165
117,,unlabeled subplot,900,0.549,0.201
190,,,901,0.299,0.414
234,,unlabeled subplot,902,1.790,0.175
50,,,903,0.819,0.764
396,,,904,2.587,0.000
181,,,905,5.694,0.000
180,,,906,4.375,0.000
242,,,907,0.220,0.501
16,,,908,1.205,0.012
16,,,909,1.296,0.011
16,,,910,0.753,0.011
16,,,911,2.036,0.010
