Plot,Sub,Flag,pid,area_ac,bnd_km
49,,,979,6.947,1065.731
94,,,980,4.450,1191.594
94,,,981,2.517,1437.077
92,,,982,0.764,1171.183
92,,,983,9.326,1145.429
93,,,984,2.463,1292.201
93,,,985,6.032,1187.651
96,,,986,0.744,1470.185
97,,,987,1.215,1316.579
97,,,988,1.694,1449.088
47,,,989,2.404,1285.115
45,,,990,2.886,1122.424
45,,,991,3.911,1246.278
97,,,992,9.175,1240.875
42,,,993,0.786,994.430
42,,,994,0.883,999.082
42,,,995,6.545,1006.076
42,,,996,1.594,1065.681
42,,,997,1.301,1081.922
46,,,998,0.766,855.490
46,,,999,8.463,794.463
45,,,1000,3.330,1172.782
42,,,1001,0.166,946.535
42,,,1002,0.803,909.702
36,,,1003,6.382,746.924
36,,,1004,8.842,777.004
35,,,1005,5.873,539.429
34,,,1006,7.202,453.536
20,,,1007,2.355,239.301
36,,,1008,6.182,589.143
34,,,1009,6.151,416.005
34,,,1010,6.373,433.523
21,,,1011,6.955,0.000
21,,,1012,7.111,0.000
22,,,1013,7.880,0.000
34,,,1014,8.781,274.264
21,,,1015,6.117,247.522
22,,,1016,8.477,0.000
22,,,1017,12.461,0.000
33,,,1018,4.247,336.157
42,,,1019,8.548,914.067
37,,,1020,1.642,746.050
37,,,1021,1.775,639.637
36,,,1022,8.755,615.007
33,,,1023,6.440,472.305
37,,,1024,3.080,620.181
37,,,1025,4.085,628.800
38,,,1026,6.973,814.194
38,,,1027,7.669,761.684
43,,,1028,9.524,1299.031
44,,,1029,23.426,1412.759
42,,,1030,8.577,1092.143
43,,,1031,8.934,1185.933
41,,,1032,21.681,973.100
98,,,1033,2.743,1369.268
98,,,1034,2.415,1481.816
98,,,1035,0.092,1420.600
98,,,1036,0.753,1369.268
98,,,1037,0.100,1663.613
97,,,1038,4.080,1316.579
98,,,1039,1.734,1457.595
98,,,1040,2.403,1445.593
98,,,1041,0.728,1626.961
98,,,1042,9.451,1534.389
99,,,1043,2.280,1616.706
99,,,1044,3.429,1605.972
99,,,1045,3.449,1557.590
96,,,1046,6.918,1322.891
96,,,1047,2.758,1441.967
100,,,1048,7.537,1682.722
101,,,1049,9.113,1486.007
102,,,1050,7.816,1425.137
103,,,1051,6.278,1395.885
104,,,1052,0.677,1601.667
104,,,1053,4.766,1483.042
104,,,1054,2.681,1337.824
104,,,1055,4.109,1405.558
61,,,1056,0.991,564.908
61,,,1057,0.565,860.895
61,,,1058,0.717,878.038
61,,,1059,0.891,894.737
87,,,1060,1.989,654.908
88,,,1061,1.459,989.526
61,,,1062,2.770,623.292
61,,,1063,1.087,838.510
86,,,1064,3.931,915.119
87,,,1065,6.402,706.496
87,,,1066,0.193,853.152
87,,,1067,0.330,876.089
87,,,1068,0.499,893.172
88,,,1069,0.441,1007.567
88,,,1070,1.795,959.610
108,,,1071,1.154,1076.167
108,,,1072,1.629,1025.131
108,,,1073,0.699,1131.584
108,,,1074,1.304,1079.649
107,,,1075,2.856,1194.533
107,,,1076,0.391,1170.577
107,,,1077,0.357,1125.570
107,,,1078,0.233,1184.072
153,,,1079,0.303,1129.065
107,,,1080,0.740,1140.802
107,,,1081,3.153,1092.341
107,,,1082,0.237,1226.188
107,,,1083,0.382,1196.919
107,,,1084,0.729,1250.932
107,,,1085,0.482,1210.561
107,,,1086,0.331,1134.145
107,,,1087,0.352,1174.728
130,,,1088,1.706,919.425
130,,,1089,8.179,1011.761
125,,,1090,6.909,1055.939
125,,,1091,1.594,970.889
125,,,1092,0.916,943.717
125,,,1093,0.963,919.891
125,,,1094,0.585,1048.386
125,,,1095,0.683,1017.156
110,,,1096,0.725,975.290
111,,,1097,0.594,1011.523
112,,,1098,0.298,1032.380
114,,,1099,1.447,1077.505
124,,,1100,0.231,1064.072
113,,,1101,0.534,1095.641
113,,,1102,0.283,1032.380
113,,,1103,0.789,1057.938
115,,,1104,0.708,1154.616
116,,,1105,1.555,1131.812
116,,,1106,0.605,1269.878
116,,,1107,1.219,1208.780
118,,,1108,0.473,1287.762
118,,,1109,0.550,1295.667
118,,,1110,0.400,1328.137
118,,,1111,0.312,1346.686
118,,,1112,0.634,1357.222
118,,,1113,0.559,1405.974
118,,,1114,0.643,1381.791
118,,,1115,0.228,1285.015
118,,,1116,2.422,1279.499
119,,,1117,10.296,1279.499
120,,,1118,1.919,1495.950
120,,,1119,1.630,1408.853
120,,,1120,0.352,1583.331
120,,,1121,1.779,1481.803
121,,,1122,2.004,1587.971
123,,,1123,30.644,1082.854
122,,,1124,0.559,1580.360
181,,,1125,10.966,919.425
109,,,1126,8.606,970.030
244,,,1127,5.894,1628.920
197,,,1128,10.636,1548.237
226,,,1129,51.618,1509.716
226,,,1130,3.965,1590.289
226,,,1131,9.140,1562.218
219,,,1132,1.738,1485.189
219,,,1133,0.358,1515.188
454,,,1134,11.907,1626.982
455,,,1135,5.697,1768.895
453,,,1136,1.538,1738.185
453,,,1137,1.455,1718.550
453,,,1138,6.446,1603.173
447,,,1139,1.905,1910.485
447,,,1140,2.084,1782.045
447,,,1141,2.141,1766.411
450,,,1142,4.233,2053.997
450,,,1143,3.838,1943.414
451,,,1144,19.688,1806.943
450,,,1145,4.563,1985.956
449,,,1146,4.461,1980.535
449,,,1147,3.346,1997.672
248,,,1148,0.961,1459.330
248,,,1149,0.808,1600.880
248,,,1150,0.790,1567.612
248,,,1151,0.695,1530.471
248,,,1152,0.910,1549.425
248,,,1153,0.450,1531.158
249,,,1154,0.681,1578.570
251,,,1155,0.578,1829.835
251,,,1156,1.031,1786.895
247,,,1157,0.707,1850.052
247,,,1158,0.755,1775.392
247,,,1159,0.134,1648.221
247,,,1160,0.110,1624.778
247,,,1161,0.090,1600.880
247,,,1162,0.107,1535.757
251,,,1163,0.561,1747.921
250,,,1164,6.024,1592.290
246,,,1165,6.965,1535.757
247,,,1166,0.121,1750.596
247,,,1167,0.085,1729.321
247,,,1168,0.107,1703.871
247,,,1169,0.120,1677.505
243,,,1170,0.479,1789.930
243,,,1171,0.291,1809.819
243,,,1172,0.267,1885.057
243,,,1173,0.383,1839.616
243,,,1174,1.331,1787.057
241,,,1175,0.110,1810.404
240,,,1176,1.464,1970.050
242,,,1177,0.638,1878.623
242,,,1178,0.950,1809.185
242,,,1179,0.484,1859.816
242,,,1180,0.276,1795.147
243,,,1181,2.709,1775.457
245,,,1182,28.319,1669.778
242,,,1183,0.980,1922.887
242,,,1184,1.039,1774.933
242,,,1185,0.723,1765.408
237,,,1186,0.809,1950.565
237,,,1187,0.718,1974.833
237,,,1188,0.423,1925.213
239,,,1189,5.483,1837.405
237,,,1190,0.720,1989.673
237,,,1191,0.722,1945.900
237,,,1192,0.696,1924.435
438,,,1193,0.502,1794.601
438,,,1194,0.665,1835.856
438,,,1195,0.545,1834.410
438,,,1196,0.663,1833.432
438,,,1197,0.681,1816.712
438,,,1198,0.369,1783.506
240,,,1199,4.286,1780.769
237,,,1200,0.501,1899.135
438,,,1201,1.784,1783.506
236,,,1202,0.440,1907.889
236,,,1203,0.537,1940.442
236,,,1204,1.462,1834.260
275,,,1205,0.347,2046.503
275,,,1206,0.441,2071.616
275,,,1207,0.763,2028.982
275,,,1208,0.514,2015.662
275,,,1209,0.663,2038.203
276,,,1210,0.714,2165.110
276,,,1211,1.039,2211.476
277,,,1212,0.236,2067.131
277,,,1213,0.915,2162.372
277,,,1214,1.129,2025.682
280,,,1215,5.429,2234.598
235,,,1216,0.785,1791.863
276,,,1217,0.672,2120.325
276,,,1218,0.711,2131.813
277,,,1219,0.577,2015.662
277,,,1220,1.625,2065.052
277,,,1221,1.587,2020.653
232,,,1222,0.878,1971.585
232,,,1223,0.550,1974.656
233,,,1224,0.164,1974.656
234,,,1225,2.089,1842.613
235,,,1226,3.823,1793.588
231,,,1227,1.629,1926.183
227,,,1228,0.611,1809.980
361,,,1229,4.688,2084.974
227,,,1230,1.196,1800.155
227,,,1231,0.462,1833.104
227,,,1232,0.238,1808.498
227,,,1233,0.167,1856.295
227,,,1234,0.545,1840.813
229,,,1235,0.544,1910.442
231,,,1236,0.696,1925.599
230,,,1237,0.296,2055.374
230,,,1238,0.463,2058.765
230,,,1239,0.072,2097.098
232,,,1240,0.216,2019.362
230,,,1241,1.578,2029.505
227,,,1242,1.286,1869.405
227,,,1243,0.548,1810.220
228,,,1244,0.111,1907.814
229,,,1245,0.006,1907.720
229,,,1246,0.861,1937.504
229,,,1247,0.460,1926.621
229,,,1248,0.594,1907.707
229,,,1249,0.683,1920.094
230,,,1250,0.584,2009.227
230,,,1251,1.240,2050.214
229,,,1252,0.417,1908.144
231,,,1253,0.564,1985.812
230,,,1254,0.526,2093.289
362,,,1255,0.304,2019.969
230,,,1256,0.742,2055.979
230,,,1257,0.835,2035.734
230,,,1258,0.419,2043.481
230,,,1259,0.530,2051.639
230,,,1260,0.559,2059.711
363,,,1261,4.415,1808.745
364,,,1262,5.755,1886.154
365,,,1263,3.549,1947.729
366,,,1264,4.396,2014.979
281,,,1265,0.407,2063.224
281,,,1266,0.536,2082.455
281,,,1267,0.437,2108.570
281,,,1268,0.440,2126.189
281,,,1269,1.000,2192.104
281,,,1270,0.491,2219.867
281,,,1271,0.995,2179.424
281,,,1272,0.443,2192.637
281,,,1273,0.493,2158.889
281,,,1274,0.347,2148.299
282,,,1275,0.134,2363.057
282,,,1276,0.252,2288.410
282,,,1277,0.365,2223.705
282,,,1278,0.669,2265.680
282,,,1279,1.600,2218.493
258,,,1280,1.363,1995.155
252,,,1281,8.293,1760.018
258,,,1282,0.954,2083.567
258,,,1283,0.473,2042.375
258,,,1284,0.709,1923.495
258,,,1285,0.350,1888.914
258,,,1286,0.235,1867.724
255,,,1287,0.434,1903.708
255,,,1288,0.601,2015.460
258,,,1289,1.537,1981.165
258,,,1290,0.555,1917.437
258,,,1291,0.937,1869.761
258,,,1292,0.333,1921.423
254,,,1293,0.752,1888.914
254,,,1294,0.784,2029.355
254,,,1295,0.813,1993.882
255,,,1296,0.348,1910.740
255,,,1297,0.833,1964.707
256,,,1298,0.994,2069.375
258,,,1299,0.423,2138.106
257,,,1300,0.133,2267.539
256,,,1301,0.688,2140.039
273,,,1302,0.309,2285.595
268,,,1303,1.700,2123.217
281,,,1304,0.531,2207.642
282,,,1305,1.187,2344.010
270,,,1306,2.472,2148.911
272,,,1307,0.676,2294.060
268,,,1308,0.165,2184.125
268,,,1309,0.824,2160.507
268,,,1310,1.468,2193.558
271,,,1311,2.562,2250.103
294,,unlabeled subplot,1312,1.989,2330.657
274,,,1313,1.715,2337.089
274,,,1314,26.995,2056.972
274,,,1315,13.443,2333.018
274,,,1316,2.457,2284.645
261,,,1317,1.549,2009.910
261,,,1318,25.665,1645.895
262,,,1319,20.057,1745.380
262,,,1320,2.528,1706.937
262,,,1321,1.170,1643.673
263,,,1322,0.196,1872.544
263,,,1323,0.309,1845.954
263,,,1324,0.043,1803.018
263,,,1325,8.807,1653.303
265,,,1326,1.378,2099.618
263,,,1327,0.317,1851.352
263,,,1328,0.329,1841.405
263,,,1329,0.340,1841.405
264,,,1330,0.823,1981.456
264,,,1331,2.196,1877.753
264,,,1332,1.567,1884.805
264,,,1333,5.946,1900.913
264,,,1334,0.569,2048.899
264,,,1335,1.623,1877.753
263,,,1336,0.316,1824.172
263,,,1337,3.310,1781.127
265,,,1338,0.971,2148.072
265,,,1339,1.802,2117.971
301,,,1340,1.962,1650.867
300,,,1341,23.502,1703.820
299,,,1342,0.340,2294.020
299,,,1343,1.149,2326.551
267,,,1344,0.410,2295.760
266,,,1345,1.189,2139.185
266,,,1346,0.619,2193.173
266,,,1347,0.565,2218.602
266,,,1348,0.656,2242.748
266,,,1349,0.771,2230.031
266,,,1350,1.116,2157.253
266,,,1351,0.645,2284.433
266,,,1352,1.146,2145.469
267,,,1353,0.073,2303.373
267,,,1354,0.663,2270.535
267,,unlabeled subplot,1355,0.105,2333.173
298,,,1356,0.167,2479.070
298,,,1357,0.131,2497.519
298,,,1358,0.497,2510.715
298,,,1359,0.148,2466.776
299,,,1360,0.714,2271.649
299,,,1361,5.543,2242.994
298,,,1362,1.407,2372.276
296,,,1363,1.641,2375.264
296,,,1364,1.620,2373.101
296,,,1365,0.382,2365.436
296,,,1366,0.525,2368.577
296,,,1367,1.563,2352.065
296,,,1368,1.761,2313.381
293,,,1369,0.123,2411.676
293,,,1370,2.270,2503.845
293,,,1371,0.468,2427.638
293,,,1372,1.863,2479.070
293,,,1373,0.961,2502.037
292,,,1374,0.361,2475.779
292,,,1375,1.351,2448.632
293,,,1376,0.626,2502.037
287,,,1377,5.701,2307.089
291,,,1378,9.346,2208.947
291,,,1379,24.586,1795.559
303,,,1380,17.172,1574.272
290,,,1381,1.178,1858.063
290,,,1382,3.104,1994.878
290,,,1383,13.252,1899.546
288,,,1384,0.627,2331.831
288,,,1385,0.651,2211.638
288,,,1386,0.794,2253.898
288,,,1387,1.097,2239.038
288,,,1388,0.643,2232.128
289,,,1389,0.612,2188.863
289,,,1390,0.161,2248.010
289,,,1391,1.046,2211.965
289,,,1392,0.527,2188.863
289,,,1393,0.204,2052.113
289,,,1394,0.234,2096.328
289,,,1395,0.276,2133.021
289,,,1396,0.283,2159.189
288,,,1397,0.496,2228.014
289,,,1398,0.143,2149.327
289,,,1399,0.178,2065.417
348,,,1400,3.438,2216.350
349,,,1401,2.314,2394.836
354,,,1402,1.423,2397.489
286,,,1403,0.848,2458.082
286,,,1404,0.291,2512.240
286,,,1405,1.709,2461.696
285,,,1406,2.388,2371.397
284,,,1407,2.056,2339.156
358,,,1408,5.698,2262.578
283,,,1409,0.965,2306.411
283,,,1410,0.769,2292.604
283,,,1411,1.783,2256.132
350,,,1412,3.315,2243.055
379,,,1413,0.821,2206.048
357,,,1414,0.993,2413.353
355,,,1415,1.580,2454.377
356,,,1416,6.168,2375.015
377,,,1417,6.139,2272.994
352,,,1418,2.620,2205.053
353,,,1419,2.512,2296.442
372,,,1420,4.461,2404.053
375,,,1421,1.112,2393.241
374,,,1422,4.732,2342.574
376,,,1423,2.943,2282.016
369,,,1424,2.265,2168.617
367,,,1425,5.528,2090.635
368,,,1426,2.095,2251.638
371,,,1427,6.135,2298.257
359,,,1428,2.896,2157.744
441,,,1429,0.310,2312.851
441,,,1430,0.070,2370.510
441,,,1431,0.128,2342.292
441,,,1432,0.067,2373.181
441,,,1433,0.150,2342.734
441,,,1434,0.670,2282.425
441,,,1435,0.692,2312.787
441,,,1436,0.251,2371.031
441,,,1437,0.418,2377.858
441,,,1438,0.188,2363.373
441,,,1439,0.412,2373.181
441,,,1440,0.131,2357.906
441,,,1441,0.658,2358.273
440,,,1442,0.088,2261.018
440,,,1443,0.382,2204.756
440,,,1444,0.593,2203.664
440,,,1445,0.324,2203.262
440,,,1446,0.729,2192.002
440,,,1447,0.508,2176.878
440,,,1448,0.783,2202.133
440,,,1449,0.627,2243.063
440,,,1450,0.693,2248.909
440,,,1451,0.404,2233.730
440,,,1452,0.494,2169.268
440,,,1453,0.524,2158.204
304,,,1454,11.908,1633.187
345,,,1455,1.071,1925.385
346,,,1456,14.127,1663.135
345,,,1457,5.284,1810.402
345,,,1458,1.125,1866.833
345,,,1459,1.052,1720.059
345,,,1460,1.525,1791.183
347,,,1461,5.526,1982.481
351,,,1462,8.163,2001.967
443,,,1463,79.718,1562.947
439,,,1464,0.573,1583.377
439,,,1465,15.833,1583.377
342,,,1466,8.068,1433.162
341,,,1467,7.854,1462.355
340,,,1468,4.916,1267.318
339,,,1469,12.875,1250.284
338,,,1470,11.806,1087.206
381,,,1471,3.093,1040.844
336,,,1472,4.291,892.638
324,,,1473,10.969,698.262
323,,,1474,9.862,836.057
325,,,1475,6.799,476.171
325,,,1476,6.774,437.812
325,,,1477,8.139,480.121
322,,,1478,19.277,649.860
343,,,1479,24.833,1006.168
321,,,1480,19.464,484.108
320,,,1481,16.044,299.902
326,,,1482,9.832,402.975
312,,,1483,5.344,776.611
312,,,1484,1.020,697.736
312,,,1485,1.110,724.412
308,,,1486,23.142,984.333
344,,,1487,6.925,1377.014
344,,,1488,5.544,1482.696
344,,,1489,6.289,1555.680
305,,,1490,5.717,1332.940
305,,,1491,6.267,1357.889
305,,,1492,4.587,1298.320
305,,,1493,6.926,1401.846
309,,,1494,27.516,624.687
307,,,1495,16.174,1025.435
39,,,1496,20.468,690.716
40,,,1497,13.447,1018.486
306,,,1498,13.386,1229.770
302,,,1499,8.661,1587.486
302,,,1500,1.695,1445.146
302,,,1501,8.927,1490.654
338,,,1502,7.285,1003.478
336,,,1503,6.353,476.171
336,,,1504,8.934,623.675
336,,,1505,3.905,727.518
383,,,1506,8.234,716.849
382,,,1507,7.840,929.373
388,,,1508,2.980,645.458
388,,,1509,4.713,482.326
393,,,1510,4.103,390.670
393,,,1511,2.679,585.903
393,,,1512,4.800,459.974
392,,,1513,2.877,390.670
419,,,1514,1.346,775.660
419,,,1515,2.911,717.764
419,,,1516,2.106,474.170
419,,,1517,2.373,401.700
392,,,1518,2.818,584.205
392,,,1519,4.635,473.589
419,,,1520,3.796,586.931
419,,,1521,2.316,528.360
419,,,1522,4.429,402.261
420,,,1523,0.711,505.678
420,,,1524,6.070,509.627
426,,,1525,4.076,761.252
547,,,1526,0.365,749.947
547,,,1527,0.859,739.057
547,,,1528,0.508,739.063
547,,,1529,0.555,753.019
547,,,1530,0.667,745.857
547,,,1531,0.448,781.360
547,,,1532,0.450,786.846
547,,,1533,0.314,793.841
547,,,1534,0.276,795.724
547,,,1535,0.437,797.543
547,,,1536,0.314,799.383
547,,,1537,0.336,782.691
547,,,1538,0.406,763.773
547,,,1539,0.378,748.587
547,,,1540,0.492,724.511
422,,,1541,0.434,590.079
422,,,1542,0.274,631.054
422,,,1543,0.451,609.840
421,,,1544,0.959,477.315
421,,,1545,1.784,450.848
417,,,1546,1.395,472.055
417,,,1547,0.124,571.794
417,,,1548,0.184,568.367
417,,,1549,1.257,472.200
417,,,1550,0.109,498.548
417,,,1551,0.112,499.135
539,,,1552,3.888,644.517
539,,,1553,3.915,553.937
569,,,1554,7.784,0.000
539,,,1555,10.902,410.173
549,,,1556,5.682,543.994
548,,,1557,0.726,711.478
416,,,1558,4.159,474.475
550,,,1559,6.048,604.890
566,,,1560,1.539,416.517
565,,,1561,0.572,411.963
559,,,1562,2.938,0.000
558,,,1563,2.602,0.000
559,,,1564,1.251,32.191
559,,,1565,1.787,0.000
560,,,1566,0.394,111.329
560,,,1567,0.397,0.000
561,,,1568,4.248,135.075
560,,,1569,0.864,0.000
563,,,1570,1.232,192.946
563,,,1571,1.066,146.025
505,,,1572,0.405,392.200
505,,,1573,0.597,365.238
568,,,1574,0.988,235.049
568,,,1575,0.789,202.762
568,,,1576,0.772,169.446
568,,,1577,2.152,93.278
568,,,1578,1.444,51.500
568,,,1579,1.683,0.000
560,,,1580,1.689,0.000
563,,,1581,0.179,208.577
560,,,1582,2.307,76.526
563,,,1583,2.090,236.320
563,,,1584,0.791,176.506
505,,,1585,0.455,344.970
505,,,1586,0.628,313.777
505,,,1587,0.329,299.781
505,,,1588,0.488,278.474
557,,,1589,5.400,0.000
555,,,1590,9.706,0.000
564,,,1591,13.320,185.761
563,,,1592,8.747,139.364
556,,,1593,5.867,89.433
553,,,1594,7.839,139.139
546,,,1595,40.998,0.000
414,,,1596,2.541,385.420
415,,,1597,18.481,169.313
551,,,1598,4.460,521.671
552,,,1599,18.404,226.262
401,,,1600,7.481,327.340
401,,,1601,10.965,0.000
400,,,1602,2.948,0.000
418,,,1603,11.861,70.527
399,,,1604,13.398,0.000
398,,,1605,9.144,0.000
397,,,1606,1.220,0.000
554,,,1607,7.136,58.564
554,,,1608,8.516,0.000
554,,,1609,3.314,0.000
408,,,1610,6.685,0.000
407,,,1611,9.625,0.000
409,,,1612,13.432,0.000
405,,,1613,3.375,0.000
413,,,1614,11.995,194.044
412,,,1615,1.880,194.044
411,,,1616,1.626,198.153
410,,,1617,4.478,153.344
405,,,1618,11.057,0.000
404,,,1619,8.355,0.000
403,,,1620,4.573,0.000
402,,,1621,10.744,0.000
396,,,1622,14.554,0.000
395,,,1623,9.127,130.752
394,,,1624,9.570,269.672
387,,,1625,4.714,0.000
387,,,1626,5.063,0.000
387,,,1627,5.430,0.000
384,,,1628,5.021,553.203
384,,,1629,7.174,573.583
385,,,1630,4.984,489.956
385,,,1631,6.279,351.744
384,,,1632,6.239,538.546
396,,,1633,15.549,0.000
385,,,1634,8.823,311.185
333,,,1635,14.311,0.000
334,,,1636,9.779,197.641
329,,,1637,12.992,0.000
328,,,1638,20.247,0.000
330,,,1639,17.005,70.163
331,,,1640,25.931,0.000
327,,,1641,10.906,0.000
319,,,1642,18.168,0.000
318,,,1643,7.366,0.000
317,,,1644,16.885,0.000
316,,,1645,6.823,229.567
314,,,1646,18.094,295.351
311,,,1647,11.835,453.167
24,,,1648,14.737,0.000
25,,,1649,3.298,0.000
25,,,1650,5.043,0.000
23,,,1651,5.466,257.597
23,,,1652,8.232,341.919
30,,,1653,1.344,507.119
30,,,1654,13.910,144.588
32,,,1655,5.020,593.519
32,,,1656,5.170,606.335
28,,,1657,2.449,94.458
31,,,1658,4.369,430.777
31,,,1659,9.119,384.341
29,,,1660,1.062,383.081
29,,,1661,12.305,144.588
310,,,1662,7.896,313.632
315,,,1663,13.580,0.000
27,,,1664,12.123,0.000
26,,,1665,3.554,0.000
140,,unlabeled subplot,1666,6.364,649.450
764,,,1667,3.633,915.253
764,,,1668,3.238,882.687
764,,,1669,2.525,869.200
764,,,1670,1.948,849.994
764,,,1671,1.969,834.137
764,,,1672,2.673,757.118
140,,,1673,1.702,834.137
140,,,1674,1.001,739.196
140,,,1675,5.099,673.920
764,,,1676,2.876,827.919
764,,,1677,5.085,746.222
771,,,1678,0.672,629.307
771,,,1679,0.454,640.120
771,,,1680,0.500,652.520
140,,,1681,1.238,720.250
140,,,1682,4.026,698.362
140,,,1683,4.095,693.471
140,,,1684,10.221,560.723
140,,,1685,3.036,515.142
140,,,1686,2.988,403.410
140,,,1687,1.160,77.419
140,,,1688,1.840,288.620
521,,,1689,34.223,939.960
390,,,1690,2.118,777.167
390,,,1691,2.321,797.800
390,,,1692,2.959,846.383
390,,,1693,1.637,879.556
390,,,1694,1.192,934.142
390,,,1695,2.665,933.197
390,,unlabeled subplot,1696,1.585,1004.300
390,,unlabeled subplot,1697,1.878,1018.510
383,,,1698,0.243,860.508
337,,,1699,1.248,877.877
337,,,1700,0.307,1152.027
337,,,1701,12.029,887.253
337,,,1702,1.637,938.062
337,,,1703,2.392,1060.772
337,,unlabeled subplot,1704,7.146,945.701
383,,,1705,7.982,813.382
337,,,1706,0.363,904.527
391,,,1707,15.239,694.983
389,,,1708,6.919,698.626
437,,,1709,2.538,1414.054
437,,,1710,0.413,1410.246
437,,,1711,2.569,1395.570
436,,,1712,9.330,1189.579
436,,,1713,0.543,1203.389
436,,,1714,2.533,1204.697
427,,,1715,0.773,852.098
427,,,1716,0.935,832.545
427,,,1717,5.013,764.544
425,,,1718,7.686,639.607
424,,,1719,0.642,688.578
424,,,1720,0.461,693.691
547,,unlabeled subplot,1721,0.807,722.395
423,,,1722,4.346,592.584
417,,,1723,0.180,536.617
272,,,1724,0.298,2348.237
272,,,1725,0.598,2247.104
298,,,1726,0.251,2391.742
295,,,1727,0.456,2383.430
267,,,1728,0.126,2323.830
267,,,1729,0.356,2344.046
294,,unlabeled subplot,1730,0.818,2360.906
293,,unlabeled subplot,1731,0.171,2466.776
269,,,1732,0.822,2095.964
269,,,1733,0.349,2106.948
269,,,1734,0.479,2074.936
258,,,1735,0.104,2060.111
251,,,1736,0.482,1768.061
260,,,1737,0.975,1749.579
260,,,1738,0.823,1647.002
260,,,1739,0.632,1728.022
260,,,1740,0.911,1730.552
260,,,1741,0.691,1712.378
252,,,1742,0.910,1732.104
257,,,1743,0.180,2145.324
257,,,1744,0.682,2174.893
257,,,1745,0.311,2204.327
257,,,1746,0.195,2231.389
257,,,1747,0.133,2251.210
273,,,1748,0.468,2212.411
273,,,1749,0.197,2244.649
273,,,1750,0.298,2261.691
295,,,1751,0.078,2373.658
295,,,1752,0.176,2374.642
298,,unlabeled subplot,1753,0.194,2445.113
122,,,1754,0.189,1601.489
248,,,1755,0.498,1480.391
748,,,1756,1.380,474.183
159,,,1757,1.243,159.840
759,,,1758,1.122,267.171
762,,,1759,3.207,0.000
761,,,1760,3.726,0.000
196,,,1761,11.028,273.435
750,,,1762,1.541,200.388
55,,,1763,10.790,0.000
105,,,1764,6.536,1424.200
198,,,1765,18.712,252.887
106,,,1766,11.075,1408.237
56,,,1767,12.123,0.000
107,,,1768,0.118,1128.948
107,,,1769,0.177,1194.154
460,,,1770,1.748,1368.982
216,,,1771,19.932,1224.406
210,,,1772,8.435,1071.315
204,,,1773,0.514,1353.003
214,,,1774,0.098,1364.712
430,,,1775,7.544,959.899
428,,,1776,0.850,897.006
428,,,1777,1.531,854.638
428,,,1778,1.998,817.627
429,,,1779,1.185,1011.918
428,,,1780,4.153,955.813
380,,,1781,229.254,901.467
85,,,1782,0.376,890.021
478,,estimate of plot #,1783,6.532,331.320
360,,,1784,5.023,1993.671
746,,unlabeled subplot,1785,3.824,0.000
279,,,1786,0.919,2263.108
792,,,1787,1.124,0.000
792,,,1788,0.621,21.600
373,,,1789,4.179,2273.008
622,,,1790,0.645,154.877
622,,,1791,4.365,126.882
622,,,1792,5.349,299.823
623,,,1793,5.912,213.857
