plot,subplot,flag,pid,area_ac,bnd_km
527,,,158,2.244,0.130
527,,unlabeled subplot,159,4.252,0.116
524,,,160,2.793,0.273
524,,,161,3.922,0.225
132,,,162,2.819,0.582
525,,,163,0.605,0.211
524,,,164,2.405,0.264
524,,,165,2.601,0.244
524,,,166,4.680,0.352
127,,,167,49.716,0.000
485,,,168,5.193,0.000
485,,,169,4.874,0.000
485,,,170,3.752,0.000
484,,,171,4.385,0.231
484,,,172,3.670,0.194
484,,,173,5.265,0.207
488,,,174,11.565,0.441
491,,,175,5.098,0.588
495,,,176,12.024,0.773
490,,,177,4.854,0.762
490,,,178,3.945,0.738
490,,,179,3.977,0.695
490,,,180,4.945,0.702
491,,,181,4.042,0.559
496,,,182,1.871,1.054
496,,,183,10.554,0.823
491,,,184,4.734,0.522
463,,,185,4.691,1.157
463,,,186,15.859,0.960
463,,,187,2.514,1.236
462,,,188,1.729,1.318
462,,,189,6.015,1.241
461,,,190,18.340,1.012
457,,,191,9.544,1.296
457,,,192,10.426,1.287
458,,,193,9.485,1.183
459,,,194,6.296,1.067
460,,,195,8.772,1.025
497,,,196,2.583,0.997
499,,,197,11.427,0.898
498,,,198,1.331,0.884
485,,,199,3.843,0.000
479,,,200,4.865,0.000
479,,,201,3.206,0.172
479,,,202,3.672,0.106
479,,,203,4.243,0.041
480,,,204,4.781,0.279
480,,,205,2.298,0.246
480,,,206,2.667,0.259
478,,,207,3.274,0.000
478,,,208,3.002,0.000
477,,,209,3.987,0.215
477,,,210,4.048,0.183
477,,,211,6.053,0.000
478,,,212,3.224,0.000
478,,,213,2.452,0.000
478,,,214,5.601,0.000
477,,,215,2.793,0.151
476,,,216,5.287,0.000
473,,,217,2.213,0.206
473,,,218,3.403,0.135
473,,,219,3.303,0.000
473,,,220,3.929,0.056
476,,,221,2.886,0.000
475,,,222,7.449,0.210
474,,,223,4.256,0.344
474,,,224,5.938,0.313
473,,,225,3.963,0.225
472,,,226,10.270,0.000
481,,,227,9.730,0.386
471,,,228,89.478,0.000
483,,,229,3.388,0.351
483,,,230,3.854,0.338
483,,,231,3.817,0.412
483,,,232,4.153,0.371
482,,,233,14.342,0.518
470,,,234,5.056,0.424
470,,,235,10.545,0.444
469,,,236,13.861,0.554
489,,,237,12.090,0.621
468,,,238,10.433,0.776
466,,,239,4.202,0.658
465,,,240,1.276,0.904
465,,,241,1.491,0.919
465,,,242,2.368,0.939
467,,,243,24.191,0.728
451,,,244,0.983,0.786
465,,,245,5.528,0.787
465,,,246,4.843,0.996
452,,,247,0.910,0.909
448,,,248,0.371,1.029
448,,,249,0.249,1.027
448,,,250,0.337,1.004
448,,,251,0.307,1.004
448,,,252,0.185,1.048
448,,,253,0.422,0.997
448,,,254,0.218,0.977
448,,,255,0.383,0.931
448,,,256,0.313,0.933
448,,,257,0.565,0.968
464,,,258,2.187,1.226
456,,,259,2.177,1.436
464,,,260,6.974,1.157
455,,,261,1.249,1.578
455,,,262,0.814,1.543
455,,,263,0.906,1.506
455,,,264,0.873,1.491
455,,,265,1.184,1.450
455,,,266,0.762,1.413
455,,,267,2.311,1.337
440,,,268,3.010,1.516
441,,,269,0.912,1.478
441,,,270,1.592,1.427
456,,,271,1.010,1.327
441,,,272,1.857,1.344
453,,,273,0.115,1.225
456,,,274,1.733,1.395
456,,,275,1.453,1.326
456,,,276,1.879,1.350
454,,,277,0.555,1.463
454,,,278,0.888,1.461
454,,,279,0.227,1.398
454,,,280,1.013,1.398
454,,,281,0.359,1.346
454,,,282,1.164,1.293
454,,,283,0.266,1.345
454,,,284,0.294,1.295
176,,,285,34.775,1.025
126,,,286,0.296,0.000
126,,,287,0.340,0.000
126,,,288,0.342,0.058
126,,,289,0.133,0.065
126,,,290,0.283,0.067
126,,,291,0.876,0.107
126,,,292,0.542,0.014
126,,,293,0.577,0.035
126,,,294,0.248,0.072
126,,,295,0.251,0.079
125,,,296,0.982,0.085
125,,,297,0.743,0.155
125,,,298,0.603,0.285
125,,,299,0.818,0.204
125,,,300,0.442,0.267
124,,,301,0.564,0.288
124,,,302,0.627,0.348
124,,,303,0.566,0.310
124,,,304,1.037,0.345
124,,,305,0.857,0.396
126,,,306,0.741,0.140
119,,,307,3.918,0.000
118,,,308,3.143,0.069
118,,,309,0.517,0.000
118,,,310,0.973,0.018
18,,,311,2.565,0.138
18,,,312,3.553,0.136
17,,,313,0.503,0.276
17,,,314,2.016,0.141
17,,,315,0.666,0.233
17,,,316,2.008,0.141
17,,,317,1.020,0.146
17,,,318,1.140,0.147
17,,,319,1.080,0.290
17,,,320,1.951,0.245
308,,,321,2.672,0.156
28,,,322,1.309,0.256
2,,,323,4.675,0.000
2,,,324,5.033,0.000
29,,,325,1.596,0.002
29,,,326,1.670,0.071
29,,,327,2.653,0.001
28,,,328,4.303,0.098
28,,,329,1.755,0.217
2,,,330,4.106,0.003
28,,,331,1.734,0.124
29,,,332,0.719,0.000
29,,,333,3.839,0.000
30,,,334,4.667,0.000
31,,,335,5.904,0.157
41,,,336,0.767,0.412
41,,,337,1.154,0.453
40,,,338,5.694,0.217
41,,,339,1.451,0.330
41,,,340,1.951,0.355
52,,,341,1.820,0.292
52,,,342,3.206,0.324
52,,,343,1.032,0.435
52,,,344,2.248,0.462
52,,,345,3.757,0.496
40,,,346,3.409,0.144
55,,,347,2.474,0.000
55,,,348,1.581,0.148
52,,,349,1.556,0.361
54,,,350,0.902,0.112
55,,,351,2.823,0.225
53,,,352,1.447,0.364
51,,,353,2.503,0.424
51,,,354,12.838,0.474
31,,,355,4.774,0.000
55,,,356,2.147,0.077
55,,,357,0.978,0.150
56,,,358,3.869,0.069
56,,,359,1.821,0.065
56,,,360,0.452,0.137
56,,,361,0.603,0.129
56,,,362,1.286,0.000
57,,,363,3.305,0.000
57,,,364,1.204,0.000
57,,,365,0.399,0.000
58,,,366,1.613,0.000
59,,,367,0.952,0.120
58,,,368,10.244,0.000
59,,,369,3.062,0.000
59,,,370,6.676,0.056
62,,,371,8.865,0.000
60,,,372,1.720,0.212
60,,,373,3.429,0.233
60,,,374,4.687,0.301
60,,,375,1.265,0.226
61,,,376,8.245,0.162
61,,,377,2.986,0.219
61,,,378,4.064,0.333
54,,,379,1.970,0.430
63,,,380,7.144,0.149
63,,,381,2.129,0.000
63,,,382,5.287,0.077
65,,,383,11.145,0.000
54,,,384,1.754,0.317
54,,,385,1.396,0.294
54,,,386,2.717,0.293
54,,,387,2.983,0.280
66,,,388,23.869,0.000
80,,,389,6.863,0.000
80,,,390,7.474,0.000
79,,,391,2.496,0.178
79,,,392,2.463,0.119
79,,,393,4.555,0.130
79,,,394,5.547,0.267
71,,,395,5.668,0.292
71,,,396,7.855,0.120
70,,,397,2.537,0.472
70,,,398,4.181,0.292
50,,,399,2.354,0.539
50,,,400,5.307,0.542
48,,,401,11.841,0.678
67,,,402,5.549,0.269
68,,,403,6.569,0.539
81,,,404,11.351,0.000
83,,,405,5.649,0.224
82,,,406,13.130,0.000
84,,,407,3.568,0.265
84,,,408,1.251,0.403
84,,,409,2.679,0.391
84,,,410,3.800,0.224
95,,,411,1.885,0.000
95,,,412,3.006,0.000
96,,,413,3.687,0.000
96,,,414,3.731,0.000
94,,,415,4.256,0.291
97,,,416,0.875,0.090
97,,,417,3.864,0.000
93,,,418,17.261,0.000
94,,,419,4.182,0.090
94,,,420,4.073,0.211
97,,,421,1.661,0.151
97,,,422,1.740,0.163
97,,,423,1.937,0.083
98,,,424,2.553,0.000
98,,,425,2.515,0.000
98,,,426,5.129,0.000
108,,,427,15.457,0.200
109,,,428,13.447,0.000
111,,,429,8.953,0.000
112,,,430,1.230,0.064
112,,,431,1.341,0.004
112,,,432,1.354,0.000
112,,,433,1.365,0.000
110,,,434,47.947,0.000
113,,,435,2.278,0.143
113,,,436,1.347,0.000
113,,,437,0.452,0.000
113,,,438,0.437,0.090
113,,,439,0.499,0.044
113,,,440,1.311,0.118
114,,,441,0.717,0.118
114,,,442,0.926,0.121
114,,,443,0.606,0.022
114,,,444,1.009,0.000
114,,,445,0.731,0.082
114,,,446,0.335,0.021
114,,,447,0.308,0.071
114,,,448,0.508,0.034
115,,,449,4.412,0.000
116,,,450,2.170,0.109
116,,,451,0.654,0.071
116,,,452,1.095,0.073
401,,,453,1.009,0.000
401,,,454,2.455,0.000
401,,,455,5.408,0.000
399,,,456,2.037,0.000
398,,,457,1.694,0.077
398,,,458,1.181,0.000
398,,,459,3.892,0.041
398,,,460,0.891,0.042
398,,,461,0.896,0.000
400,,,462,3.950,0.000
399,,,463,1.784,0.000
403,,,464,5.186,0.086
403,,,465,7.342,0.153
399,,,466,2.900,0.036
402,,,467,11.329,0.042
406,,,468,17.584,0.106
405,,,469,5.390,0.334
405,,,470,3.357,0.435
419,,,471,7.342,0.574
420,,,472,6.380,0.448
422,,,473,0.502,0.690
422,,,474,0.244,0.712
422,,,475,0.657,0.670
422,,,476,1.573,0.483
422,,,477,0.685,0.515
422,,,478,0.971,0.570
422,,,479,0.526,0.544
422,,,480,0.560,0.528
422,,,481,0.927,0.620
422,,,482,0.346,0.582
422,,,483,0.381,0.571
422,,,484,0.510,0.657
422,,,485,1.220,0.602
423,,,486,1.331,0.735
423,,,487,0.376,0.757
423,,,488,1.610,0.733
404,,,489,4.839,0.244
404,,,490,1.040,0.433
404,,,491,4.560,0.282
417,,,492,0.585,0.961
417,,,493,0.516,0.974
417,,,494,0.353,0.871
417,,,495,0.467,0.859
417,,,496,1.011,0.832
414,,,497,6.323,0.770
417,,,498,0.400,0.929
416,,,499,5.124,0.889
416,,,500,5.626,0.973
413,,,501,4.136,0.895
413,,,502,1.441,1.033
413,,,503,2.496,0.928
413,,,504,2.699,0.944
414,,,505,6.746,0.656
417,,,506,0.691,0.879
418,,,507,3.662,0.757
418,,,508,10.326,0.626
421,,,509,2.125,0.450
415,,,510,5.546,0.825
415,,,511,5.849,0.595
407,,,512,1.673,0.503
396,,,513,4.579,0.323
396,,,514,10.812,0.043
397,,,515,6.306,0.000
394,,,516,15.882,0.000
392,,,517,2.792,0.292
392,,,518,6.223,0.153
392,,,519,5.278,0.128
407,,,520,2.495,0.598
407,,,521,2.609,0.555
407,,,522,5.197,0.432
391,,,523,8.665,0.282
388,,,524,1.780,0.155
388,,,525,2.329,0.000
388,,,526,4.292,0.000
388,,,527,3.020,0.132
387,,,528,2.787,0.240
387,,,529,2.430,0.107
387,,,530,3.988,0.116
387,,,531,3.017,0.140
387,,,532,3.922,0.000
393,,,533,19.119,0.000
388,,,534,2.422,0.053
387,,,535,2.154,0.157
387,,,536,3.464,0.034
386,,,537,11.382,0.000
386,,,538,3.545,0.000
386,,,539,11.571,0.007
385,,,540,5.209,0.000
385,,,541,5.892,0.078
383,,,542,1.781,0.054
383,,,543,5.656,0.000
383,,,544,2.966,0.156
383,,,545,4.065,0.182
383,,,546,5.477,0.233
382,,,547,2.431,0.087
382,,,548,6.451,0.132
382,,,549,4.832,0.000
372,,,550,19.688,0.000
371,,,551,16.077,0.000
371,,,552,21.381,0.000
343,,,553,6.638,0.000
329,,,554,14.004,0.000
328,,,555,2.641,0.000
328,,,556,18.504,0.000
327,,,557,6.294,0.000
311,,,558,0.569,0.000
311,,,559,0.850,0.000
311,,,560,0.308,0.128
311,,,561,0.754,0.084
311,,,562,0.565,0.060
311,,,563,0.443,0.000
311,,,564,0.602,0.031
311,,,565,1.601,0.000
312,,,566,2.888,0.000
312,,,567,1.047,0.050
312,,,568,0.513,0.047
312,,,569,0.499,0.045
312,,,570,0.855,0.042
312,,,571,0.488,0.042
312,,,572,0.791,0.046
326,,,573,155.195,0.000
384,,,574,1.503,0.253
384,,,575,4.534,0.314
384,,,576,1.672,0.258
384,,,577,2.231,0.241
384,,,578,2.788,0.259
389,,,579,4.098,0.228
389,,,580,9.067,0.272
381,,,581,3.293,0.327
381,,,582,2.478,0.461
381,,,583,3.580,0.357
381,,,584,4.361,0.392
381,,,585,3.495,0.428
378,,,586,6.714,0.500
378,,,587,1.656,0.709
378,,,588,3.252,0.709
408,,,589,12.837,0.366
409,,,590,5.684,0.741
381,,,591,4.659,0.294
374,,,592,1.819,0.523
374,,,593,5.514,0.481
374,,,594,3.439,0.535
374,,,595,2.232,0.621
374,,,596,3.211,0.663
373,,,597,18.409,0.206
370,,,598,6.892,0.424
370,,,599,11.036,0.337
369,,,600,5.492,0.574
369,,,601,4.123,0.743
369,,,602,4.631,0.674
408,,,603,8.636,0.586
378,,,604,2.857,0.498
395,,,605,10.354,0.216
391,,,606,1.169,0.477
391,,,607,1.641,0.389
391,,,608,3.892,0.525
391,,,609,5.077,0.457
391,,,610,1.090,0.525
391,,,611,1.758,0.595
412,,,612,5.761,0.880
411,,,613,8.902,0.878
372,,,614,1.489,0.355
69,,,615,2.077,0.634
69,,,616,0.882,0.761
69,,,617,2.735,0.766
372,,,618,3.955,0.445
372,,,619,4.353,0.395
69,,,620,8.864,0.562
73,,,621,1.397,0.598
73,,,622,6.164,0.586
73,,,623,7.225,0.556
77,,,624,7.530,0.570
76,,,625,8.155,0.598
78,,,626,8.247,0.353
86,,,627,2.183,0.546
86,,,628,5.496,0.477
74,,,629,6.296,0.793
74,,,630,4.401,0.790
74,,,631,6.157,0.794
75,,,632,9.637,0.820
85,,,633,5.229,0.348
92,,,634,1.833,0.348
92,,,635,3.226,0.319
101,,,636,3.796,0.376
101,,,637,1.677,0.376
101,,,638,2.051,0.377
91,,,639,6.329,0.524
92,,,640,3.413,0.319
102,,,641,1.215,0.613
102,,,642,2.184,0.579
91,,,643,2.566,0.529
88,,,644,0.630,0.858
89,,,645,2.703,0.862
89,,,646,5.692,0.910
104,,,647,0.681,0.754
104,,,648,1.864,0.689
104,,,649,1.777,0.792
89,,,650,2.547,0.843
107,,,651,3.834,0.308
107,,,652,6.320,0.199
107,,,653,1.314,0.359
107,,,654,2.351,0.393
105,,,655,0.114,0.591
105,,,656,0.264,0.592
88,,,657,3.468,0.857
104,,,658,7.255,0.616
105,,,659,1.662,0.437
105,,,660,0.138,0.540
105,,,661,0.194,0.510
105,,,662,0.335,0.557
106,,,663,2.911,0.463
101,,,664,1.137,0.402
101,,,665,1.565,0.406
99,,,666,0.575,0.265
100,,,667,4.632,0.255
103,,,668,4.968,0.522
103,,,669,6.755,0.440
85,,,670,3.461,0.516
102,,,671,3.329,0.505
87,,,672,2.764,0.581
88,,,673,1.530,0.857
88,,,674,2.590,0.734
87,,,675,8.696,0.642
105,,,676,0.728,0.526
106,,,677,3.287,0.557
99,,,678,1.652,0.299
99,,,679,2.598,0.117
99,,,680,2.719,0.237
100,,,681,2.067,0.465
100,,,682,4.475,0.343
100,,,683,2.244,0.431
102,,,684,4.639,0.641
90,,,685,10.929,0.653
450,,,686,0.864,0.732
450,,,687,0.448,0.783
450,,,688,1.272,0.690
450,,,689,1.271,0.687
450,,,690,1.340,0.657
425,,,691,1.164,0.966
425,,,692,1.241,0.901
425,,,693,0.474,0.975
425,,,694,0.876,1.015
425,,,695,1.946,0.979
426,,,696,2.016,1.113
426,,,697,2.198,1.056
426,,,698,2.621,1.046
426,,,699,1.392,1.182
426,,,700,1.493,1.135
367,,,701,3.779,1.060
367,,,702,5.127,0.987
345,,,703,2.072,0.550
345,,,704,3.249,0.481
345,,,705,3.597,0.504
344,,,706,2.639,0.411
344,,,707,3.823,0.474
344,,,708,8.803,0.305
342,,,709,2.323,0.163
342,,,710,4.560,0.169
377,,,711,2.683,0.791
377,,,712,3.291,0.675
380,,,713,1.972,0.534
380,,,714,2.117,0.589
379,,,715,0.833,0.537
379,,,716,0.555,0.531
379,,,717,1.273,0.645
379,,,718,0.752,0.674
377,,,719,3.338,0.736
377,,,720,4.022,0.734
380,,,721,2.457,0.630
379,,,722,2.203,0.528
379,,,723,2.599,0.574
390,,,724,1.709,0.424
390,,,725,1.108,0.440
390,,,726,1.540,0.456
390,,,727,2.351,0.226
390,,,728,3.301,0.211
390,,,729,4.906,0.178
375,,,730,15.995,0.574
376,,,731,2.361,0.813
376,,,732,1.902,0.844
376,,,733,2.594,0.861
376,,,734,3.101,0.883
376,,,735,2.374,0.880
376,,,736,2.823,0.911
346,,,737,10.336,0.623
347,,,738,14.698,0.674
341,,,739,2.422,0.394
341,,,740,5.438,0.269
341,,,741,2.023,0.264
330,,,742,5.095,0.385
331,,,743,1.518,0.431
331,,,744,3.491,0.357
330,,,745,3.447,0.378
331,,,746,2.185,0.348
332,,,747,0.901,0.568
332,,,748,8.579,0.444
338,,,749,0.392,0.600
338,,,750,3.641,0.614
338,,,751,1.275,0.604
334,,,752,3.237,0.680
334,,,753,2.552,0.738
334,,,754,2.898,0.722
338,,,755,3.457,0.633
333,,,756,3.186,0.535
333,,,757,1.080,0.585
333,,,758,1.978,0.654
336,,,759,1.843,0.612
336,,,760,4.550,0.707
336,,,761,2.243,0.639
282,,,762,1.038,0.906
282,,,763,0.898,0.891
282,,,764,1.153,0.871
282,,,765,1.171,0.847
282,,,766,2.313,0.767
323,,,767,0.471,0.453
323,,,768,0.748,0.432
282,,,769,0.819,0.651
282,,,770,6.367,0.643
323,,,771,1.257,0.376
323,,,772,1.061,0.405
322,,,773,2.129,0.126
322,,,774,1.416,0.213
322,,,775,1.507,0.288
324,,,776,1.848,0.372
325,,,777,0.533,0.501
325,,,778,3.548,0.472
361,,,779,11.484,1.165
360,,,780,38.617,1.146
352,,,781,1.499,1.020
352,,,782,8.066,1.003
352,,,783,9.467,0.990
410,,,784,2.014,0.923
410,,,785,2.756,1.017
410,,,786,3.250,0.877
410,,,787,1.851,0.953
410,,,788,1.934,0.981
358,,,789,9.114,0.887
358,,,790,6.539,0.704
358,,,791,17.762,0.671
358,,,792,24.725,0.647
362,,,793,3.379,1.356
362,,,794,5.871,1.418
362,,,795,4.665,1.416
365,,,796,3.537,1.275
365,,,797,11.946,1.148
366,,,798,2.944,1.264
366,,,799,2.189,1.172
366,,,800,7.631,1.130
365,,,801,7.506,1.284
366,,,802,5.132,1.091
428,,,803,0.983,1.103
428,,,804,2.198,1.170
428,,,805,3.660,1.124
429,,,806,1.634,1.201
429,,,807,3.951,1.052
193,,,808,8.917,0.915
192,,,809,9.658,1.014
191,,,810,2.611,1.023
191,,,811,4.434,1.094
191,,,812,6.581,1.204
190,,,813,1.288,1.074
190,,,814,3.412,1.018
190,,,815,4.117,1.011
152,,,816,1.531,0.340
152,,,817,1.588,0.261
151,,,818,0.071,0.192
151,,,819,0.121,0.225
151,,,820,0.304,0.183
151,,,821,0.376,0.183
151,,,822,1.584,0.183
150,,,823,0.226,0.239
150,,,824,0.230,0.242
150,,,825,0.264,0.240
150,,,826,0.318,0.244
150,,,827,0.310,0.278
150,,,828,0.285,0.281
150,,,829,0.303,0.284
150,,,830,0.145,0.290
150,,,831,0.245,0.279
150,,,832,0.247,0.239
150,,,833,0.111,0.286
150,,,834,0.725,0.255
117,,,835,0.208,0.251
117,,,836,0.401,0.221
117,,,837,0.662,0.168
117,,,838,1.213,0.168
117,,,839,0.384,0.204
117,,,840,0.640,0.172
117,,,841,0.644,0.185
144,,,842,1.434,0.456
145,,,843,0.183,0.414
145,,,844,0.388,0.481
146,,,845,5.429,0.161
144,,,846,0.683,0.471
144,,,847,1.520,0.334
145,,,848,1.188,0.277
145,,,849,0.284,0.442
145,,,850,0.490,0.469
145,,,851,1.748,0.346
145,,,852,1.440,0.373
143,,,853,0.521,0.536
144,,,854,0.416,0.276
145,,,855,0.445,0.235
121,,,856,0.213,0.147
121,,,857,0.582,0.204
121,,,858,0.311,0.189
121,,,859,0.901,0.203
121,,,860,0.155,0.256
120,,,861,4.030,0.144
121,,,862,0.387,0.194
122,,,863,0.820,0.471
122,,,864,1.675,0.397
122,,,865,0.732,0.342
122,,,866,1.256,0.301
122,,,867,1.100,0.322
141,,,868,8.068,0.395
121,,,869,1.109,0.197
125,,,870,0.607,0.527
125,,,871,1.001,0.490
125,,,872,2.236,0.450
125,,,873,0.257,0.420
125,,,874,0.425,0.429
139,,,875,0.448,0.617
139,,,876,0.210,0.586
139,,,877,0.345,0.607
139,,,878,0.601,0.604
139,,,879,0.320,0.564
139,,,880,0.261,0.593
140,,,881,0.383,0.645
140,,,882,0.547,0.676
140,,,883,0.342,0.709
139,,,884,1.003,0.670
140,,,885,0.284,0.754
140,,,886,0.319,0.733
166,,,887,3.839,0.689
135,,,888,1.788,0.584
138,,,889,8.321,0.411
136,,,890,0.426,0.665
136,,,891,2.724,0.525
136,,,892,1.493,0.576
136,,,893,2.149,0.628
133,,,894,2.036,0.850
133,,,895,0.973,0.802
133,,,896,1.825,0.749
133,,,897,1.726,0.709
133,,,898,1.837,0.682
133,,,899,2.903,0.673
140,,,900,0.416,0.742
140,,,901,0.216,0.770
137,,,902,0.342,0.788
137,,,903,0.531,0.787
137,,,904,0.749,0.796
137,,,905,0.314,0.782
137,,,906,0.378,0.820
134,,,907,1.758,0.814
140,,,908,0.511,0.784
137,,,909,0.455,0.849
173,,,910,1.562,0.797
173,,,911,0.656,0.871
173,,,912,0.395,0.926
173,,,913,1.903,0.866
173,,,914,2.571,0.914
174,,,915,2.446,0.963
174,,,916,3.391,0.993
172,,,917,5.009,0.872
47,,,918,0.210,0.342
47,,,919,0.748,0.230
47,,,920,0.640,0.287
47,,,921,0.482,0.329
47,,,922,0.585,0.265
47,,,923,0.117,0.313
153,,,924,0.788,0.446
47,,,925,0.670,0.284
47,,,926,0.414,0.271
47,,,927,0.357,0.343
47,,,928,0.413,0.308
47,,,929,0.073,0.343
147,,,930,0.887,0.389
142,,,931,3.483,0.547
142,,,932,3.023,0.549
142,,,933,0.467,0.549
142,,,934,0.658,0.564
142,,,935,0.782,0.613
154,,,936,11.934,0.470
155,,,937,0.332,0.581
155,,,938,2.205,0.586
155,,,939,0.897,0.643
155,,,940,1.234,0.650
155,,,941,1.612,0.685
155,,,942,1.642,0.663
156,,,943,6.553,0.797
337,,,944,3.404,0.935
337,,,945,1.137,0.848
337,,,946,0.814,0.927
337,,,947,0.933,0.930
337,,,948,0.737,0.853
337,,,949,2.439,0.858
380,,,950,4.342,1.029
380,,,951,1.526,1.008
380,,,952,1.931,1.019
380,,,953,0.735,1.122
281,,,954,0.682,0.974
281,,,955,0.788,1.119
281,,,956,1.464,1.000
354,,,957,3.415,1.339
355,,,958,1.541,1.521
355,,,959,1.548,1.540
355,,,960,1.666,1.479
354,,,961,3.157,1.461
355,,,962,2.529,1.543
353,,,963,1.142,1.439
353,,,964,1.802,1.406
353,,,965,3.016,1.350
353,,,966,10.284,1.284
340,,,967,2.545,0.456
340,,,968,3.874,0.485
281,,,969,0.818,0.981
281,,,970,1.134,0.989
279,,,971,1.125,1.178
279,,,972,3.846,1.151
279,,,973,1.628,1.154
338,,,974,1.951,0.855
338,,,975,1.799,0.747
338,,,976,1.488,0.852
338,,,977,3.440,0.768
339,,,978,7.164,0.622
349,,,979,1.852,0.959
349,,,980,1.904,0.959
349,,,981,1.073,0.857
349,,,982,2.683,0.861
348,,,983,5.133,0.986
444,,,984,0.337,0.797
444,,,985,0.215,0.744
444,,,986,0.565,0.763
444,,,987,0.418,0.769
444,,,988,0.334,0.848
444,,,989,0.430,0.797
446,,,990,1.304,0.722
446,,,991,1.448,0.699
446,,,992,0.410,0.832
443,,,993,0.315,1.178
443,,,994,0.370,1.136
