plot,sub,flag,pid,area_ac,bnd_km
476,,,271,2.916,0.145
483,,,272,3.102,0.241
484,,,273,2.754,0.341
477,,,274,2.303,0.146
477,,,275,1.460,0.257
477,,,276,1.404,0.325
477,,,277,3.427,0.192
477,,,278,2.281,0.291
477,,,279,2.421,0.354
477,,,280,0.766,0.545
477,,,281,1.245,0.418
477,,,282,1.664,0.453
477,,,283,2.475,0.476
477,,,284,2.840,0.532
477,,,285,0.661,0.564
477,,,286,0.440,0.572
477,,,287,0.399,0.575
477,,,288,0.462,0.580
477,,,289,0.203,0.616
477,,,290,0.675,0.585
477,,,291,6.262,0.337
477,,,292,0.189,0.434
477,,,293,2.704,0.448
477,,,294,0.871,0.305
477,,,295,0.555,0.371
477,,,296,0.654,0.354
475,,,297,10.416,0.220
402,,,298,0.463,0.053
402,,,299,2.189,0.091
402,,,300,3.611,0.172
402,,,301,2.982,0.178
402,,,302,0.870,0.176
402,,,303,1.694,0.057
402,,,304,3.640,0.063
402,,,305,4.573,0.000
403,,,306,4.401,0.105
403,,,307,5.286,0.231
486,,,308,1.047,0.406
486,,,309,0.601,0.382
486,,,310,1.010,0.354
486,,,311,1.533,0.309
486,,,312,1.667,0.326
485,,,313,0.406,0.460
470,,,314,1.558,0.463
470,,,315,1.863,0.449
470,,,316,0.535,0.503
470,,,317,1.137,0.469
470,,,318,3.559,0.489
465,,,319,0.339,0.926
468,,,320,0.812,0.763
583,,,321,1.974,0.596
583,,,322,1.856,0.639
583,,,323,0.914,0.801
583,,,324,1.954,0.720
469,,,325,1.741,0.661
473,,,326,0.672,0.649
473,,,327,0.754,0.656
471,,,328,2.508,0.580
583,,,329,0.932,0.517
473,,,330,0.698,0.599
473,,,331,1.770,0.629
473,,,332,2.375,0.717
473,,,333,3.239,0.670
474,,,334,46.000,0.299
472,,,335,0.094,0.910
472,,,336,0.264,0.729
472,,,337,0.617,0.756
472,,,338,0.964,0.777
472,,,339,1.274,0.797
472,,,340,0.382,0.815
472,,,341,0.411,0.839
472,,,342,0.276,0.855
472,,,343,0.796,0.858
472,,,344,0.472,0.752
472,,,345,0.404,0.800
472,,,346,0.412,0.822
472,,,347,0.587,0.770
462,,,348,0.247,0.895
462,,,349,0.301,0.885
463,,,350,0.132,0.860
463,,,351,0.443,0.863
463,,,352,0.411,0.897
463,,,353,1.072,0.916
464,,,354,1.132,1.005
464,,,355,0.433,0.964
464,,,356,0.490,0.986
463,,,357,0.888,0.928
467,,,358,0.360,1.031
467,,,359,0.133,0.981
467,,,360,2.259,0.877
466,,,361,0.133,0.954
460,,,362,2.398,0.792
460,,,363,0.619,0.780
460,,,364,1.013,0.751
460,,,365,1.110,0.775
460,,,366,0.560,0.751
460,,,367,1.013,0.733
459,,,368,2.095,0.621
459,,,369,4.886,0.710
457,,,370,4.120,0.793
461,,,371,0.131,0.922
461,,,372,0.342,0.927
461,,,373,0.290,0.933
461,,,374,0.316,0.938
461,,,375,1.591,0.942
461,,,376,0.238,0.962
461,,,377,0.882,0.930
461,,,378,0.013,0.964
461,,,379,6.415,0.876
455,,,380,0.877,1.088
454,,,381,0.229,1.206
454,,,382,1.013,1.189
455,,,383,0.115,1.004
455,,,384,0.175,1.020
455,,,385,0.473,1.001
455,,,386,0.161,1.002
455,,,387,0.596,0.965
455,,,388,0.058,0.999
455,,,389,0.087,0.992
455,,,390,2.421,0.993
455,,,391,0.207,1.010
455,,,392,0.444,1.034
455,,,393,0.294,1.078
455,,,394,0.475,1.105
455,,,395,0.261,0.984
455,,,396,0.211,0.998
455,,,397,0.389,1.009
455,,,398,0.957,0.971
455,,,399,0.370,1.003
455,,,400,0.469,1.047
455,,,401,0.621,1.060
455,,,402,0.635,1.022
455,,,403,0.523,1.058
455,,,404,0.602,1.085
455,,,405,0.580,1.111
455,,,406,0.884,1.139
455,,,407,0.872,1.116
455,,,408,0.441,1.082
455,,,409,0.444,1.109
455,,,410,0.613,1.059
455,,,411,0.677,1.086
455,,,412,0.073,1.193
455,,,413,0.721,1.148
455,,,414,0.011,1.190
455,,,415,0.950,1.161
581,,,416,1.852,1.071
581,,,417,0.888,1.124
581,,,418,2.287,1.155
467,,,419,0.177,1.116
467,,,420,0.294,1.080
581,,,421,1.457,1.139
467,,,422,0.409,1.098
582,,,423,0.091,1.062
582,,,424,0.085,1.050
582,,,425,2.219,0.864
582,,,426,1.544,0.770
582,,,427,1.239,0.811
582,,,428,2.750,0.843
582,,,429,1.173,1.025
582,,,430,3.122,0.922
398,,,431,3.301,0.157
398,,,432,3.879,0.125
398,,,433,3.523,0.096
398,,,434,4.076,0.070
399,,,435,2.716,0.299
399,,,436,2.684,0.341
399,,,437,3.917,0.316
396,,,438,1.337,0.131
396,,,439,2.181,0.185
395,,,440,3.889,0.365
396,,,441,0.292,0.185
468,,,442,1.183,0.707
468,,,443,1.368,0.698
468,,,444,1.518,0.688
468,,,445,2.838,0.539
468,,,446,4.762,0.541
394,,,447,1.352,0.395
394,,,448,0.152,0.212
394,,,449,5.677,0.171
394,,,450,3.390,0.205
394,,,451,4.368,0.190
453,,,452,0.389,1.261
453,,,453,0.598,1.224
394,,,454,4.515,0.374
494,,,455,17.997,1.197
452,,,456,0.361,1.103
452,,,457,0.420,1.073
452,,,458,0.327,1.172
452,,,459,0.394,1.160
452,,,460,0.966,1.138
452,,,461,0.263,1.014
452,,,462,0.738,1.025
452,,,463,0.906,1.017
396,,,464,2.721,0.200
394,,,465,0.822,0.273
394,,,466,0.682,0.386
394,,,467,1.828,0.220
394,,,468,0.808,0.269
394,,,469,1.202,0.204
453,,,470,4.733,1.172
452,,,471,0.917,1.021
452,,,472,1.764,1.005
452,,,473,0.319,1.093
452,,,474,0.391,1.082
452,,,475,0.843,1.127
452,,,476,0.267,1.089
452,,,477,1.047,1.094
456,,,478,0.555,1.035
456,,,479,29.184,0.445
456,,,480,2.452,0.537
456,,,481,2.331,0.524
456,,,482,2.279,0.515
456,,,483,4.219,0.496
450,,,484,1.666,0.984
451,,,485,1.664,1.066
451,,,486,0.185,1.095
451,,,487,0.197,1.106
495,,,488,8.622,1.114
449,,,489,5.527,0.717
496,,,490,2.176,1.286
390,,,491,1.895,0.360
391,,,492,12.803,0.171
389,,,493,8.289,0.149
390,,,494,1.679,0.290
390,,,495,2.200,0.327
447,,,496,1.399,0.559
447,,,497,1.024,0.481
447,,,498,1.083,0.525
390,,,499,2.702,0.424
390,,,500,1.898,0.369
448,,,501,2.572,0.445
390,,,502,0.766,0.421
446,,,503,0.295,0.671
446,,,504,0.301,0.701
446,,,505,0.320,0.621
446,,,506,0.367,0.645
446,,,507,0.306,0.651
446,,,508,0.381,0.674
446,,,509,0.712,0.575
446,,,510,0.928,0.601
448,,,511,4.891,0.529
447,,,512,1.852,0.536
447,,,513,1.475,0.512
446,,,514,1.276,0.638
446,,,515,1.794,0.682
445,,,516,3.292,0.848
445,,,517,2.232,0.776
446,,,518,2.575,0.741
446,,,519,1.750,0.694
444,,,520,0.336,0.955
444,,,521,1.269,1.009
444,,,522,1.551,1.059
444,,,523,2.224,0.955
449,,,524,4.248,0.887
445,,,525,3.511,0.802
444,,,526,1.030,1.009
502,,,527,6.185,1.101
502,,,528,1.759,1.295
502,,,529,2.232,1.258
572,,,530,1.335,1.147
500,,,531,2.936,0.772
500,,,532,7.822,0.749
500,,,533,3.169,0.746
500,,,534,4.322,0.720
498,,,535,12.342,0.808
497,,,536,12.679,1.018
501,,,537,2.780,0.930
571,,,538,2.504,1.140
387,,,539,18.079,0.143
440,,,540,3.060,0.609
440,,,541,3.781,0.577
440,,,542,5.355,0.592
386,,,543,8.186,0.416
441,,,544,3.291,0.756
441,,,545,2.366,0.719
441,,,546,4.692,0.690
442,,,547,1.306,0.939
442,,,548,2.947,0.790
442,,,549,8.423,0.829
442,,,550,3.099,0.866
514,,,551,9.286,1.166
443,,,552,1.418,0.980
443,,,553,2.225,1.067
443,,,554,6.263,0.982
503,,,555,1.511,1.166
503,,,556,2.064,1.166
503,,,557,2.795,1.199
443,,,558,0.995,1.103
443,,,559,8.067,0.999
503,,,560,0.930,1.180
503,,,561,5.412,1.244
513,,,562,9.295,1.312
515,,,563,2.265,1.236
515,,,564,5.666,1.106
515,,,565,7.523,1.238
514,,,566,1.496,1.340
516,,,567,1.295,1.063
516,,,568,2.538,0.993
516,,,569,2.375,1.042
517,,,570,3.580,1.141
517,,,571,8.111,1.106
516,,,572,2.061,0.978
558,,,573,1.252,0.761
558,,,574,3.490,0.596
558,,,575,4.225,0.643
558,,,576,18.719,0.321
521,,,577,3.829,0.802
521,,,578,1.822,0.845
521,,,579,3.113,0.811
521,,,580,1.413,0.863
521,,,581,6.216,0.715
558,,,582,4.635,0.698
520,,,583,3.827,0.901
519,,,584,2.991,0.949
519,,,585,1.468,0.933
519,,,586,0.757,1.028
519,,,587,1.234,0.929
519,,,588,2.102,0.924
518,,,589,1.999,1.066
518,,,590,2.371,1.060
518,,,591,1.498,1.063
518,,,592,1.313,1.075
518,,,593,1.444,1.069
554,,,594,0.721,0.112
554,,,595,0.957,0.144
554,,,596,1.384,0.172
554,,,597,0.392,0.238
554,,,598,1.585,0.281
554,,,599,0.339,0.269
554,,,600,5.040,0.225
551,,,601,3.019,0.112
550,,,602,4.574,0.108
545,,,603,0.365,0.119
545,,,604,0.740,0.110
545,,,605,1.200,0.304
545,,,606,2.879,0.299
550,,,607,0.822,0.112
545,,,608,2.038,0.192
544,,,609,0.060,0.215
544,,,610,1.310,0.138
544,,,611,0.157,0.228
544,,,612,1.302,0.317
544,,,613,2.022,0.307
545,,,614,0.895,0.114
545,,,615,1.696,0.120
544,,,616,0.825,0.129
544,,,617,0.665,0.175
544,,,618,1.940,0.229
543,,,619,1.315,0.164
543,,,620,0.925,0.336
543,,,621,1.219,0.254
543,,,622,2.040,0.149
549,,,623,1.159,0.297
555,,,624,5.675,0.333
549,,,625,4.142,0.299
549,,,626,2.224,0.394
556,,,627,1.646,0.448
556,,,628,4.149,0.454
555,,,629,2.929,0.319
555,,,630,3.423,0.330
548,,,631,2.783,0.468
548,,,632,2.545,0.449
549,,,633,1.178,0.405
549,,,634,2.483,0.345
548,,,635,0.264,0.468
548,,,636,0.300,0.509
548,,,637,1.644,0.455
548,,,638,2.270,0.501
546,,,639,1.078,0.432
546,,,640,1.810,0.576
546,,,641,1.165,0.446
546,,,642,2.926,0.434
546,,,643,3.431,0.441
541,,,644,5.889,0.412
557,,,645,1.822,0.657
557,,,646,2.425,0.595
557,,,647,2.324,0.598
557,,,648,2.516,0.596
556,,,649,5.089,0.469
578,,,650,1.104,0.431
547,,,651,1.273,0.638
547,,,652,0.777,0.592
547,,,653,0.229,0.590
547,,,654,0.269,0.587
547,,,655,0.485,0.611
547,,,656,0.712,0.580
547,,,657,0.115,0.553
547,,,658,3.025,0.608
547,,,659,0.809,0.594
547,,,660,1.761,0.558
102,,,661,32.813,0.146
80,,,662,1.351,0.247
80,,,663,3.100,0.121
96,,,664,1.328,0.112
96,,,665,1.519,0.217
94,,,666,0.574,0.302
94,,,667,0.213,0.349
94,,,668,0.435,0.365
94,,,669,0.301,0.405
94,,,670,0.254,0.426
94,,,671,0.374,0.445
95,,,672,1.226,0.315
97,,,673,4.721,0.224
98,,,674,1.243,0.302
99,,,675,1.431,0.305
100,,,676,1.332,0.406
101,,,677,1.340,0.316
93,,,678,1.130,0.482
93,,,679,0.159,0.473
93,,,680,0.173,0.469
92,,,681,0.162,0.511
92,,,682,0.183,0.515
93,,,683,0.901,0.476
93,,,684,0.161,0.474
93,,,685,0.120,0.472
92,,,686,0.215,0.498
92,,,687,0.161,0.504
92,,,688,0.156,0.509
87,,,689,0.199,0.531
87,,,690,0.131,0.596
87,,,691,0.099,0.584
87,,,692,0.103,0.611
88,,,693,0.048,0.546
88,,,694,0.061,0.605
88,,,695,0.084,0.607
88,,,696,0.069,0.541
88,,,697,0.084,0.561
88,,,698,0.020,0.621
88,,,699,0.133,0.585
87,,,700,0.550,0.535
88,,,701,0.178,0.544
89,,,702,0.227,0.608
89,,,703,0.130,0.615
89,,,704,0.177,0.612
88,,,705,0.062,0.556
88,,,706,0.072,0.570
92,,,707,0.521,0.521
88,,,708,0.104,0.585
89,,,709,0.157,0.556
89,,,710,0.248,0.549
89,,,711,0.186,0.563
89,,,712,0.209,0.594
89,,,713,0.107,0.581
89,,,714,0.142,0.577
90,,,715,0.135,0.581
90,,,716,0.082,0.573
92,,,717,1.778,0.520
89,,,718,0.129,0.592
90,,,719,0.193,0.576
90,,,720,0.076,0.616
90,,,721,0.080,0.595
91,,,722,0.643,0.578
512,,,723,3.885,1.326
512,,,724,0.371,1.278
512,,,725,2.282,1.359
512,,,726,3.840,1.291
512,,,727,2.821,1.220
522,,,728,1.968,0.834
522,,,729,6.575,0.714
522,,,730,5.828,0.715
523,,,731,3.728,0.691
524,,,732,3.319,0.923
524,,,733,2.782,0.933
524,,,734,3.030,0.823
525,,,735,3.812,1.016
525,,,736,3.814,1.007
528,,,737,2.163,0.963
528,,,738,2.226,1.036
528,,,739,3.101,0.999
528,,,740,1.671,1.100
530,,,741,0.628,0.684
530,,,742,2.094,0.681
530,,,743,10.132,0.695
530,,,744,1.825,0.774
533,,,745,2.407,0.665
532,,,746,4.029,0.683
530,,,747,1.983,0.660
576,,,748,1.682,0.577
575,,,749,2.112,0.787
529,,,750,1.984,0.899
529,,,751,1.613,0.946
529,,,752,1.872,0.924
530,,,753,2.389,0.840
533,,,754,9.872,0.588
529,,,755,2.215,1.063
531,,,756,1.249,0.951
531,,,757,1.905,0.865
531,,,758,2.111,0.879
531,,,759,2.375,0.988
531,,,760,2.575,0.961
531,,,761,7.530,1.049
531,,,762,1.967,1.395
531,,,763,2.239,1.042
531,,,764,4.775,1.310
531,,,765,2.028,1.051
531,,,766,2.859,1.039
531,,,767,5.342,1.093
531,,,768,6.590,1.334
526,,,769,2.734,1.188
527,,,770,6.900,1.161
526,,,771,5.865,1.231
511,,,772,3.720,1.354
509,,,773,6.368,1.320
509,,,774,1.247,1.414
509,,,775,1.902,1.424
510,,,776,11.253,1.344
508,,,777,1.896,1.287
509,,,778,2.091,1.383
504,,,779,3.590,1.209
504,,,780,2.455,1.248
504,,,781,3.277,1.228
507,,,782,12.834,1.115
511,,,783,3.528,1.359
505,,,784,3.217,1.299
505,,,785,5.051,1.262
506,,,786,0.912,1.341
506,,,787,4.672,1.412
506,,,788,5.128,1.342
574,,,789,1.686,1.057
573,,,790,1.700,1.324
381,,,791,4.639,0.099
381,,,792,5.420,0.046
377,,,793,3.244,0.232
377,,,794,5.041,0.268
376,,,795,4.000,0.125
376,,,796,5.345,0.163
372,,,797,0.477,0.387
372,,,798,0.708,0.258
372,,,799,0.540,0.380
372,,,800,1.706,0.247
372,,,801,2.883,0.152
372,,,802,1.398,0.254
371,,,803,2.006,0.337
372,,,804,0.852,0.241
368,,,805,1.401,0.184
371,,,806,5.249,0.152
366,,,807,2.050,0.028
366,,,808,1.839,0.050
366,,,809,1.498,0.093
366,,,810,1.530,0.073
368,,,811,10.305,0.198
565,,,812,1.478,0.100
585,,,813,6.059,0.078
585,,,814,0.623,0.098
585,,,815,1.555,0.094
564,,,816,1.011,0.316
435,,,817,1.162,1.092
435,,,818,1.197,1.102
435,,,819,1.761,1.116
435,,,820,1.347,1.136
435,,,821,1.567,1.151
435,,,822,5.461,0.996
424,,,823,0.631,1.248
434,,,824,7.999,1.125
424,,,825,2.089,1.253
424,,,826,1.036,1.327
423,,,827,2.206,1.267
423,,,828,2.348,1.272
423,,,829,0.595,1.288
423,,,830,1.964,1.277
422,,,831,0.761,1.157
422,,,832,7.311,1.130
570,,,833,1.595,1.162
425,,,834,3.167,1.104
425,,,835,2.662,1.118
425,,,836,3.683,1.105
424,,,837,3.964,1.236
433,,,838,7.292,1.012
436,,,839,2.388,0.996
436,,,840,5.562,0.881
426,,,841,2.909,0.984
421,,,842,1.391,0.964
421,,,843,0.485,0.964
421,,,844,8.522,0.966
569,,,845,1.367,0.964
563,,,846,1.036,0.456
438,,,847,2.468,0.743
438,,,848,5.635,0.651
431,,,849,2.367,0.782
431,,,850,4.080,0.823
437,,,851,7.920,0.769
437,,,852,7.097,0.892
427,,,853,3.784,0.827
427,,,854,1.712,0.761
427,,,855,1.806,0.907
427,,,856,5.861,0.832
427,,,857,5.944,0.713
426,,,858,6.362,0.984
567,,,859,2.461,0.619
412,,,860,0.551,0.844
412,,,861,3.015,0.892
412,,,862,2.244,0.780
412,,,863,0.785,0.831
412,,,864,0.565,0.824
412,,,865,0.848,0.813
412,,,866,1.491,0.791
412,,,867,1.543,0.781
430,,,868,1.556,0.726
430,,,869,1.404,0.715
430,,,870,3.007,0.662
430,,,871,2.876,0.755
439,,,872,8.682,0.556
385,,,873,7.966,0.471
429,,,874,0.772,0.573
429,,,875,3.158,0.582
429,,,876,4.355,0.555
428,,,877,4.260,0.576
428,,,878,1.928,0.570
428,,,879,2.302,0.644
428,,,880,5.126,0.567
411,,,881,8.367,0.574
411,,,882,3.288,0.588
411,,,883,1.430,0.601
411,,,884,1.500,0.611
384,,,885,6.112,0.334
384,,,886,4.203,0.245
384,,,887,4.441,0.142
380,,,888,3.519,0.258
380,,,889,4.298,0.197
380,,,890,1.068,0.492
380,,,891,2.160,0.431
380,,,892,3.290,0.420
379,,,893,1.952,0.459
379,,,894,2.190,0.474
379,,,895,4.003,0.446
378,,,896,2.320,0.400
378,,,897,1.436,0.362
378,,,898,4.548,0.337
370,,,899,9.464,0.364
369,,,900,7.000,0.355
369,,,901,2.305,0.367
563,,,902,5.875,0.382
563,,,903,1.067,0.438
588,,,904,0.401,1.065
588,,,905,2.824,1.070
588,,,906,4.019,1.245
588,,,907,0.517,1.411
588,,,908,3.493,1.385
588,,,909,1.624,1.428
588,,,910,0.693,1.422
588,,,911,0.820,1.415
588,,,912,5.129,1.240
588,,,913,14.055,1.080
588,,,914,4.200,1.291
588,,,915,3.135,1.339
588,,,916,3.825,1.277
588,,,917,2.428,1.459
588,,,918,5.284,1.287
588,,,919,3.860,1.390
588,,,920,3.568,1.341
588,,,921,1.446,1.442
588,,,922,3.191,1.479
588,,,923,3.019,1.440
588,,,924,0.622,1.472
588,,,925,0.611,1.471
588,,,926,0.461,1.471
588,,,927,2.186,1.506
588,,,928,0.897,1.550
588,,,929,1.009,1.501
588,,,930,1.149,1.535
587,,,931,1.342,1.169
587,,,932,4.043,1.176
586,,,933,0.660,0.970
586,,,934,1.288,1.015
586,,,935,1.301,1.099
586,,,936,1.319,0.967
419,,,937,2.982,1.486
420,,,938,27.098,0.976
418,,,939,2.813,1.396
419,,,940,3.021,1.489
417,,,941,1.956,1.340
417,,,942,5.122,1.343
419,,,943,3.776,1.486
416,,,944,1.968,1.219
416,,,945,4.636,1.260
416,,,946,1.282,1.271
418,,,947,4.458,1.338
415',,,948,5.513,1.044
414,,,949,1.835,1.064
414,,,950,2.144,0.951
414,,,951,2.891,1.086
413,,,952,0.666,0.852
413,,,953,1.115,0.863
413,,,954,6.122,0.876
413,,,955,5.265,0.923
410,,,956,4.034,0.774
410,,,957,1.373,0.687
410,,,958,1.606,0.720
410,,,959,2.721,0.627
409,,,960,1.843,0.673
414,,,961,2.735,1.016
410,,,962,4.509,0.635
409,,,963,3.396,0.793
362,,,964,5.618,0.477
408,,,965,4.528,0.643
408,,,966,2.052,0.768
408,,,967,3.196,0.649
409,,,968,0.966,0.825
409,,,969,1.873,0.902
361,,,970,4.232,0.175
408,,,971,1.727,0.653
408,,,972,2.643,0.645
407,,,973,4.627,0.631
361,,,974,4.409,0.552
363,,,975,1.305,0.324
363,,,976,1.068,0.332
363,,,977,2.023,0.389
361,,,978,3.484,0.475
361,,,979,3.069,0.393
363,,,980,2.159,0.348
363,,,981,1.573,0.359
363,,,982,1.307,0.366
363,,,983,1.664,0.499
406,,,984,2.573,0.807
406,,,985,0.853,0.639
406,,,986,5.511,0.755
352,,,987,3.900,0.477
352,,,988,0.890,0.312
352,,,989,6.353,0.278
359,,,990,1.021,0.549
359,,,991,1.900,0.589
359,,,992,3.490,0.640
359,,,993,2.374,0.592
359,,,994,3.578,0.682
353,,,995,2.322,0.245
